id,name,state_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start,end,policies,note
ottoman_empire,Ottoman Empire,,turkic_cluster,ottoman_turkish,sunni_hanafi,caliphate,anatolia|balkans|levant|mesopotamia|egypt|north_africa|caucasus,1299,1922,millet_system|tanzimat,"Claimed the Caliphate title after conquering Mamluk Egypt (1517). Unlike earlier Turkic states, developed a distinct Turkic-Islamic identity rather than Persianizing. Ruled Orthodox Christians, Catholics, Jews, and Arabs as separate millets (religious communities) — religion defined the subject's legal identity, not ethnicity"
vijayanagara_empire,Vijayanagara Empire,,dravidian_cluster,kannada,hinduism,imperial_monarchy,deccan,1336,1646,,The last great Hindu empire; for three centuries it was the bulwark of Hindu civilisation against the Muslim Deccan sultanates. Founded by brothers Harihara and Bukka after escaping Delhi Sultanate captivity. The Battle of Talikota (1565) destroyed the capital Hampi — the ruins remain one of India's great historical sites.
bahmani_sultanate,Bahmani Sultanate,,turkic_cluster,arabic,sunni,sultanate,deccan,1347,1527,,"The first major Muslim sultanate of the Deccan; founded by a revolt against Delhi. Fragmented into five successor sultanates (Adil Shahi, Nizam Shahi, Qutb Shahi, Imad Shahi, Barid Shahi) which fought Vijayanagara and each other for two centuries. Bidar was its capital."
ming_dynasty,Ming Dynasty,,han_chinese,mandarin,neo_confucianism,chinese_imperial,yellow_river|yangtze,1368,1644,,Founded as an explicit rejection of Mongol rule; strong Han nativist and Confucian identity; the 'most Chinese' of dynasties
north_yuan,North Yuan,,mongol,old_turkic,buddhism,khaganate,mongolian_plateau,1368,1635,,"After the Ming drove the Yuan from China (1368), the Mongol khans retreated to the steppe and continued to claim the title of Great Khan of the Mongol Empire. Periodic reunifications under strong khans (Dayan Khan, Altan Khan) challenged Ming China. Tibetan Buddhism progressively replaced shamanism/Tengriism. Formally ended when the Qing incorporated most Mongol tribes (1635-1691)."
timurid_empire,Timurid Empire,,turkic_cluster,new_persian,sunni_hanafi,imperial_monarchy,khorasan|transoxiana|iran_plateau,1370,1507,,Timur was Barlas Turkic; court was thoroughly Persian — Samarkand and Herat became the greatest centers of Persian poetry and miniature painting
joseon,Joseon Dynasty,,korean,middle_korean,neo_confucianism,bureaucratic_monarchy,korean_peninsula,1392,1897,,Founded by Yi Seong-gye; shifted from Buddhist to Neo-Confucian ideology. Known for its stable bureaucracy and the invention of Hangul.
kalmar_union,Kalmar Union,,scandinavian,german,catholic,personal_union,scandinavia,1397,1523,,"Personal union of Denmark, Norway, and Sweden under one crown, dominated by Denmark. Sweden repeatedly rebelled; the Stockholm Bloodbath of 1520 (Danish massacre of Swedish nobles) triggered the final Swedish revolt under Gustav Vasa."
habsburg_monarchy,Habsburg Monarchy,,german,german,catholic,absolute_monarchy,germany|bohemia|hungary,1438,1918,ausgleich,"The House of Habsburg held the HRE throne almost continuously 1438–1806. After Napoleon dissolved the HRE, the Habsburgs created the Austrian Empire (1804), then the Austro-Hungarian Dual Monarchy (1867–1918). 'Others wage war; you, happy Austria, marry' — AEIOU policy of dynastic expansion through marriage."
crimean_khanate,Crimean Khanate,,turkic_cluster,old_turkic,sunni,khanate,pontic_steppe,1441,1783,,"Last surviving Mongol successor state on the Pontic steppe; Ottoman vassal from 1475. Conducted slave raids into Ukraine, Poland, and Russia — the Crimean slave trade depopulated vast areas of Eastern Europe. Peter the Great and Catherine the Great progressively curtailed Crimean power; annexed by Russia in 1783."
kazakh_khanate,Kazakh Khanate,,turkic_cluster,old_turkic,sunni,khanate,central_asian_steppe,1465,1731,,"Emerged from the Uzbek (Shaybanid) breakup when Janybek and Giray led a nomadic confederation into the Kazakh steppe. The three zhuz (hordes: Great, Middle, Small) structure defined Kazakh society. Gradually subordinated by Russian expansion; the Small Zhuz accepted Russian protectorate in 1731 under Dzungar pressure."
safavid_empire,Safavid Empire,,persian,new_persian,shia_twelver,imamate,iran_plateau|mesopotamia|khorasan|caucasus,1501,1736,,Established Twelver Shia as state religion; this religious identity is what NOW defines Iran as distinct from Sunni Turkic/Arab neighbors — same Persian ethnicity as the Timurids but a completely different civilizational identity
mughal_empire,Mughal Empire,,turkic_cluster,new_persian,sunni_hanafi,imperial_monarchy,indus_valley|punjab|ganges_plain|deccan,1526,1857,din_i_ilahi|aurangzeb_sharia,Babur was Timurid (Turkic-Mongol); court was thoroughly Persianized. Akbar's syncretic 'Din-i-Ilahi' experiment attempted to bridge Hindu and Muslim identities — shows religion as a live political variable even within a single regime
tsardom_russia,Tsardom of Russia,,russian,russian,eastern_orthodox,,,1547,1721,,
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,,polish,polish,catholic,elective_monarchy,poland|lithuania|kievan_rus,1569,1795,liberum_veto|constitution_may_3,"The Rzeczpospolita — an elected monarchy (Sejm elected the king) with the liberum veto, which allowed any single noble to dissolve the Sejm. The world's first country with a modern written constitution (May 3, 1791). Partitioned three times by Russia, Prussia, and Austria (1772, 1793, 1795) — erased from the map for 123 years."
tokugawa_shogunate,Tokugawa Shogunate (Edo Period),,yamato,early_modern_japanese,neo_confucianism_shinto,shogunate,japanese_archipelago,1603,1868,sakoku_edict,A period of isolation (Sakoku) and peace under the Tokugawa shoguns. Decentralized but tightly controlled feudalism.
qing_dynasty,Qing Dynasty (Manchu),,jurchen,manchu_lang,vajrayana,dual_administration,yellow_river|yangtze|manchuria|mongolian_plateau,1644,1912,queue_order,"Manchu rulers governed Han majority but maintained strict Manchu identity: forbidden intermarriage, maintained bannerman system, Manchu language in court. Vajrayana Buddhism was a deliberate tool to legitimize rule over Mongols and Tibetans. Projected Confucian face outward while preserving Manchu identity internally — a masterclass in dual identity governance"
maratha_empire,Maratha Empire,,indo_aryan_cluster,marathi,hinduism,feudal_monarchy,deccan,1674,1818,,The Marathas challenged Mughal dominance and nearly unified India under Hindu rule before the British arrived. At their peak (1760) they controlled most of the subcontinent. The Third Battle of Panipat (1761) against the Afghans shattered Maratha power and opened the door for British expansion.
kingdom_of_prussia,Kingdom of Prussia,,german,german,lutheranism,,,1701,1918,,
kingdom_of_great_britain,Kingdom of Great Britain,,english,modern_english,protestant,constitutional_monarchy,britannia|scotland,1707,1801,,The Acts of Union 1707 merged England and Scotland into a single kingdom with one parliament. Scotland retained its distinct legal and church systems.
russian_empire,Russian Empire,,east_slavic,russian,eastern_orthodox,absolute_monarchy,kievan_rus,1721,1917,westernisation,Peter the Great declared the Russian Empire in 1721 after the Great Northern War victory over Sweden. Peter's Westernisation programme transformed Russia into a European Great Power. Catherine the Great (1762–1796) expanded the empire south (Crimea) and west (Poland partitions). 19th-century Russia was the largest state in the world by land area. Defeated in Crimea (1853–56) and Japan (1904–5); autocracy resisted reform until too late; collapsed in Revolution 1917.
afsharid_dynasty,Afsharid Dynasty,,persian,,shia_islam,,,1736,1796,,
qajar_dynasty,Qajar Dynasty,,persian,,shia_islam,,,1796,1925,,
sikh_empire,Sikh Empire,,punjabi,punjabi,sikhism,feudal_monarchy,punjab,1799,1849,,Ranjit Singh unified the Sikh misls (confederacies) into the last major pre-British Indian empire. The Sikh army (Khalsa) trained by European officers was the most modern in Asia. The two Anglo-Sikh Wars ended Sikh independence — the Koh-i-Noor diamond was ceded to the British Crown.
united_kingdom,United Kingdom of Great Britain and Ireland,,english,modern_english,protestant,constitutional_monarchy,britannia|scotland|ireland,1801,,,"Acts of Union 1800 added Ireland; the Irish Free State left in 1922, creating the United Kingdom of Great Britain and Northern Ireland."
kingdom_of_egypt,Kingdom of Egypt,,arab,arabic,sunni,absolute_monarchy,egypt,1805,1952,,"Muhammad Ali Pasha (an Albanian Ottoman officer) seized power in 1805 and founded a modernising dynasty that ruled Egypt for 147 years. He built a modern army, industrialised cotton, and made Egypt semi-independent of Constantinople. His descendants built the Suez Canal (opened 1869) but went bankrupt — British occupation followed (1882). Egypt became a Kingdom nominally independent in 1922 but with British troops remaining. Farouk's corruption and the 1948 Arab–Israeli War defeat triggered the 1952 military coup."
british_raj,British Raj,,english,modern_english,protestant,imperial_monarchy,ganges_plain|indus_valley|punjab|deccan,1858,1947,,"The British Crown replaced the East India Company after the Sepoy Mutiny (1857). The Raj unified the subcontinent under a single administration for the first time since Ashoka — railways, telegraph, common law, English education — but extraction (the 'drain of wealth' Dadabhai Naoroji documented) kept India poor. The Bengal famine of 1943 killed 2–3 million under Churchill's watch. Independence movement from the Indian National Congress; Gandhi's non-violent resistance made the British position untenable."
kingdom_of_italy,Kingdom of Italy,,italian,italian,catholic,constitutional_monarchy,italy,1861,1946,,"The Risorgimento unified the Italian peninsula for the first time since the Western Roman Empire. Italy joined WWI on the Allied side but felt cheated of territory at Versailles ('mutilated victory'), fuelling the rise of Fascism. Mussolini's regime allied with Nazi Germany; ended with Allied liberation and a 1946 referendum establishing the Republic."
empire_of_japan,Empire of Japan (Meiji),,yamato,japanese_cluster,state_shinto,constitutional_monarchy,japanese_archipelago|korean_peninsula|manchuria,1868,1947,meiji_restoration,Rapid modernization (Meiji Restoration) and transformation into a world power. Dismantled the feudal system and expanded across East Asia.
german_empire,German Empire (Deutsches Reich),,german,german,protestant,constitutional_monarchy,germany,1871,1918,,Proclaimed in the Hall of Mirrors at Versailles after the Franco-Prussian War — deliberately humiliating for France. A Prussian-dominated constitutional monarchy; industrialised at breakneck speed to become Europe's foremost industrial power. Bismarck's system of alliances held Europe in balance until Wilhelm II dismissed him in 1890.
japanese_korea,Japanese-Occupied Korea,,japanese_cluster,japanese,state_shinto,bureaucratic_monarchy,korean_peninsula,1910,1945,,"Japanese colonial period following the Japan-Korea Treaty of 1910. Direct imperial administration, suppression of Korean language and culture, and economic exploitation. Ended with Japan's surrender in World War II."
republic_of_china,Republic of China,,han_chinese,modern_chinese,chinese_folk_religion,democratic_republic,yellow_river|yangtze|manchuria,1912,,,"Succeeded the Qing Dynasty after the 1911 Revolution. Sun Yat-sen's Three Principles (Nationalism, Democracy, People's Livelihood). The ROC ruled mainland China through the warlord era, Northern Expedition (1928), Nanjing Decade of limited modernisation, Japanese War (1937–1945), and Civil War. In 1949 the Communists drove the Nationalist government to Taiwan, where the ROC continues to govern."
weimar_republic,Weimar Republic,,german,german,protestant,democratic_republic,germany,1918,1933,article_48,"Germany's first democracy, proclaimed on November 9, 1918 as the Kaiser abdicated. Named after Weimar where the constitution was drafted. The republic faced hyperinflation (1923), the Great Depression (1929), political violence from left and right, and structural constitutional weaknesses (Article 48 emergency powers). Despite cultural brilliance (Bauhaus, Expressionism, cabaret), it was too fragile to survive the economic catastrophe. Hitler was appointed Chancellor on January 30, 1933."
czechoslovakia,Czechoslovakia,,czech,czech,catholic,democratic_republic,bohemia,1918,1993,prague_spring,Created from the Habsburg collapse at Versailles — the most successful democratic state in interwar Central Europe. Munich Agreement (1938) forced it to cede the Sudetenland to Hitler; fully occupied 1939. Liberated 1945; Communist coup 1948. The Prague Spring (1968) — Alexander Dubček's 'socialism with a human face' — was crushed by Soviet tanks. Velvet Revolution (1989) ended communism peacefully. Velvet Divorce (1993) split into Czech Republic and Slovakia.
kingdom_of_iraq,Kingdom of Iraq,,arab,arabic,sunni,constitutional_monarchy,mesopotamia,1921,1958,,"Created by Britain from three Ottoman vilayets (Mosul, Baghdad, Basra) under League of Nations Mandate. Faisal I (son of Sharif Hussein) installed as king. Iraq gained nominal independence in 1932 (first Arab state to join the League of Nations) while British advisors and air bases remained. The 1948 Arab–Israeli War and 1958 military coup ended the Hashemite monarchy."
soviet_union,Soviet Union,,russian,russian,,,,1922,1991,,
republic_of_turkey,Republic of Turkey,,turkic_cluster,modern_turkish,sunni,democratic_republic,anatolia,1923,,,"Mustafa Kemal Atatürk proclaimed the Republic on October 29, 1923 after the War of Independence expelled Greek, French, and Italian forces. Atatürk's programme of Westernisation and secularism: abolished the Caliphate (1924), replaced Arabic script with Latin alphabet, banned the fez, established women's suffrage (1934). Turkey joined NATO (1952). Military coups in 1960, 1971, 1980 periodically interrupted democracy. Erdoğan's AKP government (2002–present) re-Islamised Turkish public life and consolidated presidential power."
mongolian_peoples_republic,Mongolian People's Republic,,mongol,old_turkic,buddhism,communist_state,mongolian_plateau,1924,1992,,"Established as a Soviet satellite state after Soviet-backed revolution against the theocratic Bogd Khanate. The purges of the 1930s under Choibalsan (the 'Mongolian Stalin') massacred 30,000–35,000 people, mostly Buddhist monks — 700 monasteries destroyed. Mongolia was a loyal Soviet ally and the second-oldest communist state. Transitioned to democracy in 1990 and formally dissolved in 1992."
pahlavi_dynasty,Pahlavi Dynasty,,persian,,shia_islam,,,1925,1979,,
manchukuo,Manchukuo,,han_chinese,modern_chinese,chinese_folk_religion,absolute_monarchy,manchuria,1932,1945,,"Japanese puppet state in Manchuria and Inner Mongolia, with the last Qing emperor Puyi as nominal head of state. The Kwantung Army controlled all real power. Site of Unit 731 (biological warfare experiments on prisoners). Collapsed immediately when the Soviet Union declared war on Japan (August 1945) and invaded Manchuria."
saudi_arabia,Kingdom of Saudi Arabia,,arab,arabic,sunni,absolute_monarchy,arabia,1932,,,"Ibn Saud united the Arabian Peninsula through conquest and treaty (1902–1932). Oil discovered in commercial quantities (1938) transformed the kingdom. The 1973 Oil Embargo made Saudi Arabia a global power. The Grand Mosque seizure (1979) by Juhayman al-Otaibi shocked the kingdom; the regime's response was to give more power to conservative ulema — the origin of Saudi export of Wahhabism worldwide. The kingdom remains an absolute monarchy under the Al Saud family, with Vision 2030 attempting modernisation under Crown Prince MBS."
nazi_germany,Nazi Germany (Third Reich),,german,german,,,,1933,1945,,
modern_japan,Modern Japan (Postwar),,yamato,japanese_cluster,,constitutional_monarchy,japanese_archipelago,1947,,,Post-1947 Japan following American occupation and the 1947 Constitution. Parliamentary democracy with a figurehead emperor; economic miracle and rise as a technology and manufacturing superpower.
republic_of_india,Republic of India,,indo_aryan_cluster,hindi,hinduism,democratic_republic,ganges_plain|deccan,1947,,,"Independent India is the world's largest democracy. Partition from Pakistan (1947) was accompanied by mass violence killing 200,000–2 million and displacing 10–20 million people. Nehru's non-aligned foreign policy, democratic constitution, and planned economy shaped the first decades. Economic liberalisation (1991) transformed India into one of the world's fastest-growing economies. BJP (Hindu nationalist) politics under Modi since 2014."
pakistan,Pakistan,,indo_aryan_cluster,urdu,sunni,democratic_republic,indus_valley|punjab,1947,,,"Created as a Muslim homeland by the partition of British India. Jinnah's death (1948) left Pakistan without a founder statesman. Three wars with India (1947, 1965, 1971); Bangladesh broke away in 1971 after the Pakistani Army's genocide in East Pakistan. Nuclear power since 1998. Chronic alternation between civilian and military government; the Army as the dominant political institution. ISI intelligence services and Islamist politics complicate democratisation."
south_korea,Republic of Korea (South Korea),,korean,korean,buddhism,,,1948,,,
north_korea,Democratic People's Republic of Korea (North Korea),,korean,korean,,,,1948,,,
east_germany,German Democratic Republic (East Germany),,german,german,,,,1949,1990,,
federal_republic_germany,Federal Republic of Germany,,german,german,,,,1949,,,
peoples_republic_of_china,People's Republic of China,,han_chinese,modern_chinese,chinese_folk_religion,communist_state,yellow_river|yangtze|manchuria,1949,,,"Mao Zedong proclaimed the PRC on October 1, 1949. The Great Leap Forward (1958–62) caused 15–55 million deaths by famine. The Cultural Revolution (1966–76) destroyed traditional culture and persecuted intellectuals. Deng Xiaoping's economic reforms (1978) launched 40 years of 10% annual growth — the largest poverty reduction in history. Xi Jinping's consolidation of personal power since 2012."
republic_of_egypt,Republic of Egypt,,arab,arabic,sunni,democratic_republic,egypt,1952,,,"The Free Officers' Revolution (July 23, 1952) ended the monarchy. Nasser nationalised the Suez Canal (1956), triggering the Suez Crisis — and emerged as pan-Arab hero when US pressure forced Britain and France to withdraw. Nasser's Egypt was the champion of Arab nationalism. Sadat's Camp David Accords (1978) made peace with Israel — and got him assassinated (1981). Mubarak's 30-year autocracy ended with the Arab Spring (2011); democratic opening under Morsi crushed by military coup (2013) under Sisi."
republic_of_iraq,Republic of Iraq,,arab,arabic,sunni,democratic_republic,mesopotamia,1958,,,"General Abd al-Karim Qasim's 1958 coup killed the royal family and created the republic. Ba'ath Party coups (1963, 1968) brought Saddam Hussein to power (formally 1979). Iran-Iraq War (1980–88); Kuwait invasion (1990); Gulf War; UN sanctions devastated the country. US invasion (2003) destroyed the state; Sunni insurgency, al-Qaeda, and ISIS emerged from the chaos. The 2005 constitution and Shia-dominated democracy have been unable to overcome sectarian divisions."
islamic_republic_iran,Islamic Republic of Iran,,persian,,shia_islam,,,1979,,,
russian_federation,Russian Federation,,russian,russian,,,,1991,,,
balhae,Balhae (Bohai),,korean,old_korean,buddhism,centralized_monarchy,manchuria|korean_peninsula,698,926,,"Founded by Dae Joyeong after the fall of Goguryeo. Controlled most of Manchuria and northern Korean peninsula. Known as the 'Flourishing Land in the East'. Destroyed by the Khitan Liao dynasty in 926. Claimed as a successor state to Goguryeo by Korean historiography; Chinese historiography treats it as a regional regime (Bohai)."
ryukyu_kingdom,Ryukyu Kingdom,,ryukyuan,ryukyuan_lang,buddhism,centralized_monarchy,okinawa,1429,1879,,"Unified the three kingdoms of Okinawa (Sanzan period) under Sho Hashi. A major maritime trading state linking Japan, China, Korea, and Southeast Asia. Became a tributary of Ming China while maintaining independence. Invaded by Japan's Satsuma domain in 1609 and became a dual tributary of both China and Japan. Formally annexed by Japan as Okinawa Prefecture in 1879."
nanda_empire,Nanda Empire,,indo_aryan_cluster,prakrit_dialects,hinduism,imperial_monarchy,ganges_plain,-345,-322,,"The Nanda dynasty united most of northern India under Mahapadma Nanda. Enormous army reportedly of 200,000 infantry. Overthrown by Chandragupta Maurya with the guidance of Chanakya (Kautilya)."
shunga_dynasty,Shunga Dynasty,,indo_aryan_cluster,classical_sanskrit,hinduism,imperial_monarchy,ganges_plain,-185,-73,,"Founded by Pushyamitra Shunga after assassinating the last Maurya emperor. Patronised Brahmanical Hinduism and Sanskrit literature. Built the great stupa at Bharhut. Defended against Indo-Greek incursions from the northwest."
greco_bactrian_kingdom,Greco-Bactrian Kingdom,,ancient_greek,ancient_greek,ancient_greek_religion,monarchy,transoxiana|khorasan,-256,-125,,"Hellenistic successor state in Central Asia. Founded when Diodotus I declared independence from the Seleucids. Controlled Bactria and at times parts of Sogdiana and Gandhara. Remarkable fusion of Greek and Central Asian culture. Fell to Yuezhi/Saka invasions."
indo_greek_kingdom,Indo-Greek Kingdom,,ancient_greek,ancient_greek,buddhism,monarchy,punjab|indus_valley,-180,-10,,"Hellenistic kingdoms in northwestern India and Pakistan. Menander I (Milinda) was the most famous ruler — the Buddhist text Milinda Panha records his dialogues with the monk Nagasena. The Indo-Greeks introduced Hellenistic art to South Asia, foundational to Gandhara Buddhist art."
indo_scythian_kingdom,Indo-Scythian Kingdom,,scythian,prakrit_dialects,buddhism,monarchy,indus_valley|punjab,-200,400,,"Saka (Scythian) rulers who displaced the Indo-Greeks. The Western Satraps and Northern Satraps were the major branches. Patronised Buddhism and used Greek-derived scripts. Azes I established the Azes era (c.47 BCE) used in dating."
indo_parthian_kingdom,Indo-Parthian Kingdom,,parthian,prakrit_dialects,buddhism,monarchy,indus_valley|punjab,-19,226,,"Founded by Gondophares I in the Indus region. The Apostle Thomas reportedly visited Gondophares' court. Displaced the Indo-Scythians in parts of the northwest. Absorbed by the Kushan Empire."
kushan_empire,Kushan Empire,,central_asian_steppe_bloc,bactrian,buddhism,imperial_monarchy,transoxiana|khorasan|punjab|indus_valley|ganges_plain,30,375,,"Founded by Kujula Kadphises from the Yuezhi confederation. Kanishka I (c.127–150 CE) convened the Fourth Buddhist Council and patronised Gandhara art — the first anthropomorphic depictions of the Buddha. Controlled trade routes connecting Rome, Persia, China, and India. The empire was a crucible of Hellenistic, Iranian, Indian, and Central Asian cultures."
kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,,persian,middle_persian_pahlavi,zoroastrianism,vassal_monarchy,khorasan|indus_valley,230,365,,"Sasanian vassal state established after the Sasanids conquered the western Kushan territories. Used the title 'Kushanshah'. Mixed Kushan and Sasanian administrative traditions. Eventually displaced by the Kidarites."
hephthalite_empire,Hephthalite Empire,,central_asian_steppe_bloc,bactrian,buddhism,tribal_confederation,transoxiana|khorasan|punjab|indus_valley,440,565,,"The 'White Huns' who dominated Central and South Asia. Mihirakula was their most feared ruler in India. Defeated the Gupta Empire and the Sasanids. Destroyed by a Sasanid-Göktürk alliance c.560. Left lasting impact on the ethnic composition of Afghanistan and Pakistan."
pratihara_dynasty,Pratihara Dynasty,,indo_aryan_cluster,classical_sanskrit,hinduism,imperial_monarchy,ganges_plain|punjab,730,1036,,"The Gurjara-Pratiharas were the most powerful dynasty of early medieval North India. Nagabhata I repelled the Arab invasions of Sindh. Controlled Kannauj and dominated the Tripartite Struggle against the Rashtrakutas and Palas. Their collapse fragmented North India into Rajput kingdoms."
ghorid_dynasty,Ghorid Sultanate,,pashtun,new_persian_farsi,sunni_islam,sultanate,khorasan|punjab|ganges_plain,1148,1215,,"Afghan dynasty from Ghor (central Afghanistan). Muhammad of Ghor defeated the Rajput confederacy at the Second Battle of Tarain (1192) and established Muslim rule over the Ganges plain. His general Qutb ud-Din Aibak founded the Delhi Sultanate. The Ghorids destroyed the last Buddhist monasteries at Nalanda and Vikramashila."
durrani_empire,Durrani Empire,,pashtun,pashto,sunni_islam,tribal_monarchy,khorasan|punjab|indus_valley,1747,1826,,"Founded by Ahmad Shah Durrani after the assassination of Nadir Shah. Ahmad Shah united the Pashtun tribes and created the first unified Afghan state. His empire stretched from eastern Iran to northern India and from the Amu Darya to the Indian Ocean. The Koh-i-Noor diamond was taken from the Mughal court. The empire fragmented after his death into competing Durrani factions."
saffarid_dynasty,Saffarid Dynasty,,persian,new_persian_farsi,sunni_islam,military_emirate,khorasan|iran_plateau,861,1003,,"Founded by Ya'qub ibn al-Layth al-Saffar, a coppersmith (saffar) turned warlord from Sistan. First dynasty to use New Persian as court language instead of Arabic. Conquered Kabul and ended the Zunbil dynasty. Defeated by the Samanids but survived as vassals in Sistan."
almoravid_dynasty,Almoravid Dynasty,,berber,classical_arabic,sunni_islam,theocratic_monarchy,north_africa|iberia,1040,1147,,"Saharan Berber dynasty founded on strict Maliki Islamic reform. Yusuf ibn Tashfin defeated Alfonso VI at the Battle of Sagrajas (1086) and halted the Reconquista. Founded Marrakesh as capital. Controlled Morocco, western Algeria, and Muslim Spain (al-Andalus)."
almohad_caliphate,Almohad Caliphate,,berber,classical_arabic,sunni_islam,theocratic_caliphate,north_africa|iberia,1121,1269,,"Founded by Ibn Tumart's Masmuda Berber religious movement proclaiming Almohad (monotheist) theology. Defeated the Almoravids. At its peak ruled from Iberia to Libya — the largest Berber empire in history. Defeated at Las Navas de Tolosa (1212) which broke Almohad power in Iberia."
carthage,Carthage (Phoenician City-State),,phoenician,phoenician,phoenician_religion,oligarchy,north_africa,-814,-146,,"Founded by Phoenicians from Tyre. Dominated western Mediterranean trade. The three Punic Wars against Rome (264–146 BCE) were among the most consequential conflicts in ancient history. Hannibal Barca's crossing of the Alps (218 BCE) nearly destroyed Rome. Carthage was razed in 146 BCE; later refounded as a Roman colony."
aksumite_kingdom,Aksumite Kingdom,,cushitic_cluster,geez,christianity,monarchy,nubia,100,940,,"East African trading empire centered in modern Ethiopia/Eritrea. One of the first states to adopt Christianity (c.330 CE under King Ezana). Controlled Red Sea trade between Rome and India. Conquered the Kingdom of Kush. Mani listed it among the four great empires of his time alongside Rome, Persia, and China."
novgorod_republic,Novgorod Republic,,east_slavic,old_east_slavic,eastern_orthodox,oligarchy,kievan_rus,1136,1478,,"One of the most important medieval Russian polities. Governed by a popular assembly (veche) and elected posadniks. A major trading partner of the Hanseatic League. Survived the Mongol invasion by paying tribute without being sacked. Annexed by Ivan III of Moscow in 1478."
latin_empire,Latin Empire,,french,french,roman_catholicism,feudal_monarchy,balkans|anatolia,1204,1261,,"Crusader state established after the Fourth Crusade's sack of Constantinople (1204). A catastrophic blow to Byzantine civilization. Baldwin of Flanders was the first Latin Emperor. Constantly under pressure from the Byzantine successor states (Nicaea, Epirus, Trebizond). Recaptured by Michael VIII Palaiologos of Nicaea in 1261."
kingdom_of_jerusalem,Kingdom of Jerusalem,,french,french,roman_catholicism,feudal_monarchy,levant,1099,1291,,"Crusader state founded after the First Crusade's capture of Jerusalem (1099). Godfrey of Bouillon was the first ruler. The kingdom was a feudal patchwork dependent on Italian maritime republics. Lost Jerusalem to Saladin (1187); briefly recovered it by treaty (1229–1244). The last stronghold, Acre, fell in 1291."
chola_empire,Chola Empire,,dravidian_cluster,tamil,hinduism,imperial_monarchy,deccan,-300,1279,,"One of the longest-ruling dynasties in world history. The medieval Chola Empire under Rajaraja I and Rajendra I (985–1044) built a maritime empire spanning Sri Lanka, the Maldives, and Southeast Asia. The Chola navy was one of the most powerful in the Indian Ocean. Temples at Thanjavur and Gangaikondacholapuram are UNESCO World Heritage Sites."
pandya_dynasty,Pandya Dynasty,,dravidian_cluster,tamil,hinduism,monarchy,deccan,-300,1345,,"Ancient Tamil dynasty centred on Madurai. One of the three crowned kings of the Sangam period alongside the Cholas and Cheras. Marco Polo visited the Pandya kingdom in the 13th century. Defeated by the Delhi Sultanate's Malik Kafur expedition (1311) and the Madurai Sultanate."
pallava_dynasty,Pallava Dynasty,,dravidian_cluster,tamil,hinduism,monarchy,deccan,275,897,,"Major South Indian dynasty centred on Kanchipuram. Pioneered Dravidian temple architecture — the Shore Temple and rathas at Mahabalipuram are their masterwork. Narasimhavarman I defeated the Chalukya Pulakeshin II. Patrons of Sanskrit and Tamil literature."
chalukya_dynasty,Chalukya Dynasty (Badami),,dravidian_cluster,classical_sanskrit,hinduism,imperial_monarchy,deccan,543,757,,"The Badami Chalukyas were the first great Deccan empire. Pulakeshin II defeated Harsha's northward expansion. The dynasty split into the Western and Eastern Chalukyas. Rock-cut cave temples at Badami and Aihole represent early Dravidian and Nagara architecture."
western_chalukya,Western Chalukya Empire,,dravidian_cluster,classical_sanskrit,hinduism,imperial_monarchy,deccan,973,1189,,"Revived Chalukya dynasty (Kalyani Chalukyas). Dominated the Deccan for two centuries. Constant warfare with the Cholas to the south. Their collapse fragmented the Deccan into the Hoysala, Kakatiya, and Yadava kingdoms."
rashtrakuta_dynasty,Rashtrakuta Dynasty,,dravidian_cluster,classical_sanskrit,hinduism,imperial_monarchy,deccan,753,982,,"One of the most powerful Indian empires. The Kailasa temple at Ellora — carved from a single rock — is their greatest monument. Arab traveller Sulaiman called the Rashtrakuta king one of the four great kings of the world. Dominated the Tripartite Struggle for Kannauj."
hoysala_dynasty,Hoysala Empire,,dravidian_cluster,classical_sanskrit,hinduism,monarchy,deccan,1006,1346,,"South Indian dynasty based at Halebidu. Famous for exquisitely ornate temples at Belur and Halebidu. Defeated by the Delhi Sultanate's Malik Kafur expedition (1311). Remnants absorbed into the Vijayanagara Empire."
kakatiya_dynasty,Kakatiya Dynasty,,dravidian_cluster,telugu,hinduism,monarchy,deccan,1083,1323,,"Telugu dynasty ruling from Warangal (Orugallu). Built the Warangal Fort and the Thousand Pillar Temple. Rudrama Devi was one of the few female rulers in Indian history. Conquered by the Delhi Sultanate under Ulugh Khan (1323)."
sur_empire,Sur Empire,,pashtun,new_persian_farsi,sunni_islam,sultanate,ganges_plain|punjab,1540,1556,,"Afghan dynasty founded by Sher Shah Suri after defeating the Mughal Humayun. Despite ruling only 16 years, Sher Shah introduced the rupee, built the Grand Trunk Road, and reformed the revenue system. These innovations were adopted by the returning Mughals and later the British."
bengal_sultanate,Bengal Sultanate,,turkic_cluster,bengali,sunni_islam,sultanate,ganges_plain,1352,1576,,"Independent Muslim state in Bengal. Initially Ilyas Shahi dynasty, later the Hussain Shahi dynasty patronised Bengali literature and architecture. Sonargaon and Gaur were successive capitals. Conquered by the Mughals under Akbar."
