id,name,state_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start,end,policies,note
vijayanagara_empire,Vijayanagara Empire,,dravidian,kannada,hinduism,imperial_monarchy,deccan,1336,1646,,The last great Hindu empire; for three centuries it was the bulwark of Hindu civilisation against the Muslim Deccan sultanates. Founded by brothers Harihara and Bukka after escaping Delhi Sultanate captivity. The Battle of Talikota (1565) destroyed the capital Hampi — the ruins remain one of India's great historical sites.
bahmani_sultanate,Bahmani Sultanate,,turkic,arabic,sunni,sultanate,deccan,1347,1527,,"The first major Muslim sultanate of the Deccan; founded by a revolt against Delhi. Fragmented into five successor sultanates (Adil Shahi, Nizam Shahi, Qutb Shahi, Imad Shahi, Barid Shahi) which fought Vijayanagara and each other for two centuries. Bidar was its capital."
ming_dynasty,Ming Dynasty,,han,mandarin,neo_confucianism,chinese_imperial,yellow_river|yangtze,1368,1644,,Founded as an explicit rejection of Mongol rule; strong Han nativist and Confucian identity; the 'most Chinese' of dynasties
north_yuan,North Yuan,,mongol,old_turkic,buddhism,khaganate,mongolian_plateau,1368,1635,,"After the Ming drove the Yuan from China (1368), the Mongol khans retreated to the steppe and continued to claim the title of Great Khan of the Mongol Empire. Periodic reunifications under strong khans (Dayan Khan, Altan Khan) challenged Ming China. Tibetan Buddhism progressively replaced shamanism/Tengriism. Formally ended when the Qing incorporated most Mongol tribes (1635-1691)."
timurid_empire,Timurid Empire,,turkic,new_persian,sunni_hanafi,imperial_monarchy,khorasan|transoxiana|iran_plateau,1370,1507,,Timur was Barlas Turkic; court was thoroughly Persian — Samarkand and Herat became the greatest centers of Persian poetry and miniature painting
joseon,Joseon Dynasty,,korean,middle_korean,neo_confucianism,bureaucratic_monarchy,korean_peninsula,1392,1897,,Founded by Yi Seong-gye; shifted from Buddhist to Neo-Confucian ideology. Known for its stable bureaucracy and the invention of Hangul.
kalmar_union,Kalmar Union,,norse,german,catholic,personal_union,scandinavia,1397,1523,,"Personal union of Denmark, Norway, and Sweden under one crown, dominated by Denmark. Sweden repeatedly rebelled; the Stockholm Bloodbath of 1520 (Danish massacre of Swedish nobles) triggered the final Swedish revolt under Gustav Vasa."
habsburg_monarchy,Habsburg Monarchy,,german,german,catholic,absolute_monarchy,germany|bohemia|hungary,1438,1918,ausgleich,"The House of Habsburg held the HRE throne almost continuously 1438–1806. After Napoleon dissolved the HRE, the Habsburgs created the Austrian Empire (1804), then the Austro-Hungarian Dual Monarchy (1867–1918). 'Others wage war; you, happy Austria, marry' — AEIOU policy of dynastic expansion through marriage."
crimean_khanate,Crimean Khanate,,turkic,old_turkic,sunni,khanate,pontic_steppe,1441,1783,,"Last surviving Mongol successor state on the Pontic steppe; Ottoman vassal from 1475. Conducted slave raids into Ukraine, Poland, and Russia — the Crimean slave trade depopulated vast areas of Eastern Europe. Peter the Great and Catherine the Great progressively curtailed Crimean power; annexed by Russia in 1783."
kazakh_khanate,Kazakh Khanate,,turkic,old_turkic,sunni,khanate,central_asian_steppe,1465,1731,,"Emerged from the Uzbek (Shaybanid) breakup when Janybek and Giray led a nomadic confederation into the Kazakh steppe. The three zhuz (hordes: Great, Middle, Small) structure defined Kazakh society. Gradually subordinated by Russian expansion; the Small Zhuz accepted Russian protectorate in 1731 under Dzungar pressure."
safavid_empire,Safavid Empire,,persian,new_persian,shia_twelver,imamate,iran_plateau|mesopotamia|khorasan|caucasus,1501,1736,,Established Twelver Shia as state religion; this religious identity is what NOW defines Iran as distinct from Sunni Turkic/Arab neighbors — same Persian ethnicity as the Timurids but a completely different civilizational identity
mughal_empire,Mughal Empire,,turkic,new_persian,sunni_hanafi,imperial_monarchy,indus_valley|punjab|ganges_plain|deccan,1526,1857,din_i_ilahi|aurangzeb_sharia,Babur was Timurid (Turkic-Mongol); court was thoroughly Persianized. Akbar's syncretic 'Din-i-Ilahi' experiment attempted to bridge Hindu and Muslim identities — shows religion as a live political variable even within a single regime
tsardom_russia,Tsardom of Russia,,russian,russian,eastern_orthodox,,,1547,1721,,
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,,polish,polish,catholic,elective_monarchy,poland|lithuania|kievan_rus,1569,1795,liberum_veto|constitution_may_3,"The Rzeczpospolita — an elected monarchy (Sejm elected the king) with the liberum veto, which allowed any single noble to dissolve the Sejm. The world's first country with a modern written constitution (May 3, 1791). Partitioned three times by Russia, Prussia, and Austria (1772, 1793, 1795) — erased from the map for 123 years."
tokugawa_shogunate,Tokugawa Shogunate (Edo Period),,yamato,early_modern_japanese,neo_confucianism_shinto,shogunate,japanese_archipelago,1603,1868,sakoku_edict,A period of isolation (Sakoku) and peace under the Tokugawa shoguns. Decentralized but tightly controlled feudalism.
qing_dynasty,Qing Dynasty (Manchu),,jurchen,manchu_lang,vajrayana,dual_administration,yellow_river|yangtze|manchuria|mongolian_plateau,1644,1912,queue_order,"Manchu rulers governed Han majority but maintained strict Manchu identity: forbidden intermarriage, maintained bannerman system, Manchu language in court. Vajrayana Buddhism was a deliberate tool to legitimize rule over Mongols and Tibetans. Projected Confucian face outward while preserving Manchu identity internally — a masterclass in dual identity governance"
maratha_empire,Maratha Empire,,indo_aryan,marathi,hinduism,feudal_monarchy,deccan,1674,1818,,The Marathas challenged Mughal dominance and nearly unified India under Hindu rule before the British arrived. At their peak (1760) they controlled most of the subcontinent. The Third Battle of Panipat (1761) against the Afghans shattered Maratha power and opened the door for British expansion.
kingdom_of_prussia,Kingdom of Prussia,,german,german,lutheranism,,,1701,1918,,
kingdom_of_great_britain,Kingdom of Great Britain,,english,modern_english,protestant,constitutional_monarchy,britannia|scotland,1707,1801,,The Acts of Union 1707 merged England and Scotland into a single kingdom with one parliament. Scotland retained its distinct legal and church systems.
russian_empire,Russian Empire,,east_slavic,russian,eastern_orthodox,absolute_monarchy,kievan_rus,1721,1917,westernisation,Peter the Great declared the Russian Empire in 1721 after the Great Northern War victory over Sweden. Peter's Westernisation programme transformed Russia into a European Great Power. Catherine the Great (1762–1796) expanded the empire south (Crimea) and west (Poland partitions). 19th-century Russia was the largest state in the world by land area. Defeated in Crimea (1853–56) and Japan (1904–5); autocracy resisted reform until too late; collapsed in Revolution 1917.
afsharid_dynasty,Afsharid Dynasty,,persian,,shia_islam,,,1736,1796,,
qajar_dynasty,Qajar Dynasty,,persian,,shia_islam,,,1796,1925,,
sikh_empire,Sikh Empire,,punjabi,punjabi,sikhism,feudal_monarchy,punjab,1799,1849,,Ranjit Singh unified the Sikh misls (confederacies) into the last major pre-British Indian empire. The Sikh army (Khalsa) trained by European officers was the most modern in Asia. The two Anglo-Sikh Wars ended Sikh independence — the Koh-i-Noor diamond was ceded to the British Crown.
united_kingdom,United Kingdom of Great Britain and Ireland,,english,modern_english,protestant,constitutional_monarchy,britannia|scotland|ireland,1801,,,"Acts of Union 1800 added Ireland; the Irish Free State left in 1922, creating the United Kingdom of Great Britain and Northern Ireland."
kingdom_of_egypt,Kingdom of Egypt,,arab,arabic,sunni,absolute_monarchy,egypt,1805,1952,,"Muhammad Ali Pasha (an Albanian Ottoman officer) seized power in 1805 and founded a modernising dynasty that ruled Egypt for 147 years. He built a modern army, industrialised cotton, and made Egypt semi-independent of Constantinople. His descendants built the Suez Canal (opened 1869) but went bankrupt — British occupation followed (1882). Egypt became a Kingdom nominally independent in 1922 but with British troops remaining. Farouk's corruption and the 1948 Arab–Israeli War defeat triggered the 1952 military coup."
british_raj,British Raj,,english,modern_english,protestant,imperial_monarchy,ganges_plain|indus_valley|punjab|deccan,1858,1947,,"The British Crown replaced the East India Company after the Sepoy Mutiny (1857). The Raj unified the subcontinent under a single administration for the first time since Ashoka — railways, telegraph, common law, English education — but extraction (the 'drain of wealth' Dadabhai Naoroji documented) kept India poor. The Bengal famine of 1943 killed 2–3 million under Churchill's watch. Independence movement from the Indian National Congress; Gandhi's non-violent resistance made the British position untenable."
kingdom_of_italy,Kingdom of Italy,,italian,italian,catholic,constitutional_monarchy,italy,1861,1946,,"The Risorgimento unified the Italian peninsula for the first time since the Western Roman Empire. Italy joined WWI on the Allied side but felt cheated of territory at Versailles ('mutilated victory'), fuelling the rise of Fascism. Mussolini's regime allied with Nazi Germany; ended with Allied liberation and a 1946 referendum establishing the Republic."
empire_of_japan,Empire of Japan (Meiji),,yamato,japanese,state_shinto,constitutional_monarchy,japanese_archipelago|korean_peninsula|manchuria,1868,1947,meiji_restoration,Rapid modernization (Meiji Restoration) and transformation into a world power. Dismantled the feudal system and expanded across East Asia.
german_empire,German Empire (Deutsches Reich),,german,german,protestant,constitutional_monarchy,germany,1871,1918,,Proclaimed in the Hall of Mirrors at Versailles after the Franco-Prussian War — deliberately humiliating for France. A Prussian-dominated constitutional monarchy; industrialised at breakneck speed to become Europe's foremost industrial power. Bismarck's system of alliances held Europe in balance until Wilhelm II dismissed him in 1890.
japanese_korea,Japanese-Occupied Korea,,japanese,japanese,state_shinto,bureaucratic_monarchy,korean_peninsula,1910,1945,,"Japanese colonial period following the Japan-Korea Treaty of 1910. Direct imperial administration, suppression of Korean language and culture, and economic exploitation. Ended with Japan's surrender in World War II."
republic_of_china,Republic of China,,han,modern_chinese,chinese_folk_religion,democratic_republic,yellow_river|yangtze|manchuria,1912,,,"Succeeded the Qing Dynasty after the 1911 Revolution. Sun Yat-sen's Three Principles (Nationalism, Democracy, People's Livelihood). The ROC ruled mainland China through the warlord era, Northern Expedition (1928), Nanjing Decade of limited modernisation, Japanese War (1937–1945), and Civil War. In 1949 the Communists drove the Nationalist government to Taiwan, where the ROC continues to govern."
weimar_republic,Weimar Republic,,german,german,protestant,democratic_republic,germany,1918,1933,article_48,"Germany's first democracy, proclaimed on November 9, 1918 as the Kaiser abdicated. Named after Weimar where the constitution was drafted. The republic faced hyperinflation (1923), the Great Depression (1929), political violence from left and right, and structural constitutional weaknesses (Article 48 emergency powers). Despite cultural brilliance (Bauhaus, Expressionism, cabaret), it was too fragile to survive the economic catastrophe. Hitler was appointed Chancellor on January 30, 1933."
czechoslovakia,Czechoslovakia,,czech,czech,catholic,democratic_republic,bohemia,1918,1993,prague_spring,Created from the Habsburg collapse at Versailles — the most successful democratic state in interwar Central Europe. Munich Agreement (1938) forced it to cede the Sudetenland to Hitler; fully occupied 1939. Liberated 1945; Communist coup 1948. The Prague Spring (1968) — Alexander Dubček's 'socialism with a human face' — was crushed by Soviet tanks. Velvet Revolution (1989) ended communism peacefully. Velvet Divorce (1993) split into Czech Republic and Slovakia.
kingdom_of_iraq,Kingdom of Iraq,,arab,arabic,sunni,constitutional_monarchy,mesopotamia,1921,1958,,"Created by Britain from three Ottoman vilayets (Mosul, Baghdad, Basra) under League of Nations Mandate. Faisal I (son of Sharif Hussein) installed as king. Iraq gained nominal independence in 1932 (first Arab state to join the League of Nations) while British advisors and air bases remained. The 1948 Arab–Israeli War and 1958 military coup ended the Hashemite monarchy."
soviet_union,Soviet Union,,russian,russian,,,,1922,1991,,
republic_of_turkey,Republic of Turkey,,turkic,modern_turkish,sunni,democratic_republic,anatolia,1923,,,"Mustafa Kemal Atatürk proclaimed the Republic on October 29, 1923 after the War of Independence expelled Greek, French, and Italian forces. Atatürk's programme of Westernisation and secularism: abolished the Caliphate (1924), replaced Arabic script with Latin alphabet, banned the fez, established women's suffrage (1934). Turkey joined NATO (1952). Military coups in 1960, 1971, 1980 periodically interrupted democracy. Erdoğan's AKP government (2002–present) re-Islamised Turkish public life and consolidated presidential power."
mongolian_peoples_republic,Mongolian People's Republic,,mongol,old_turkic,buddhism,communist_state,mongolian_plateau,1924,1992,,"Established as a Soviet satellite state after Soviet-backed revolution against the theocratic Bogd Khanate. The purges of the 1930s under Choibalsan (the 'Mongolian Stalin') massacred 30,000–35,000 people, mostly Buddhist monks — 700 monasteries destroyed. Mongolia was a loyal Soviet ally and the second-oldest communist state. Transitioned to democracy in 1990 and formally dissolved in 1992."
pahlavi_dynasty,Pahlavi Dynasty,,persian,,shia_islam,,,1925,1979,,
manchukuo,Manchukuo,,han,modern_chinese,chinese_folk_religion,absolute_monarchy,manchuria,1932,1945,,"Japanese puppet state in Manchuria and Inner Mongolia, with the last Qing emperor Puyi as nominal head of state. The Kwantung Army controlled all real power. Site of Unit 731 (biological warfare experiments on prisoners). Collapsed immediately when the Soviet Union declared war on Japan (August 1945) and invaded Manchuria."
saudi_arabia,Kingdom of Saudi Arabia,,arab,arabic,sunni,absolute_monarchy,arabia,1932,,,"Ibn Saud united the Arabian Peninsula through conquest and treaty (1902–1932). Oil discovered in commercial quantities (1938) transformed the kingdom. The 1973 Oil Embargo made Saudi Arabia a global power. The Grand Mosque seizure (1979) by Juhayman al-Otaibi shocked the kingdom; the regime's response was to give more power to conservative ulema — the origin of Saudi export of Wahhabism worldwide. The kingdom remains an absolute monarchy under the Al Saud family, with Vision 2030 attempting modernisation under Crown Prince MBS."
nazi_germany,Nazi Germany (Third Reich),,german,german,,,,1933,1945,,
modern_japan,Modern Japan (Postwar),,yamato,japanese,,constitutional_monarchy,japanese_archipelago,1947,,,Post-1947 Japan following American occupation and the 1947 Constitution. Parliamentary democracy with a figurehead emperor; economic miracle and rise as a technology and manufacturing superpower.
republic_of_india,Republic of India,,indo_aryan,hindi,hinduism,democratic_republic,ganges_plain|deccan,1947,,,"Independent India is the world's largest democracy. Partition from Pakistan (1947) was accompanied by mass violence killing 200,000–2 million and displacing 10–20 million people. Nehru's non-aligned foreign policy, democratic constitution, and planned economy shaped the first decades. Economic liberalisation (1991) transformed India into one of the world's fastest-growing economies. BJP (Hindu nationalist) politics under Modi since 2014."
pakistan,Pakistan,,indo_aryan,urdu,sunni,democratic_republic,indus_valley|punjab,1947,,,"Created as a Muslim homeland by the partition of British India. Jinnah's death (1948) left Pakistan without a founder statesman. Three wars with India (1947, 1965, 1971); Bangladesh broke away in 1971 after the Pakistani Army's genocide in East Pakistan. Nuclear power since 1998. Chronic alternation between civilian and military government; the Army as the dominant political institution. ISI intelligence services and Islamist politics complicate democratisation."
south_korea,Republic of Korea (South Korea),,korean,old_korean,buddhism,,,1948,,,
north_korea,Democratic People's Republic of Korea (North Korea),,korean,old_korean,,,,1948,,,
east_germany,German Democratic Republic (East Germany),,german,german,,,,1949,1990,,
federal_republic_germany,Federal Republic of Germany,,german,german,,,,1949,,,
peoples_republic_of_china,People's Republic of China,,han,modern_chinese,chinese_folk_religion,communist_state,yellow_river|yangtze|manchuria,1949,,,"Mao Zedong proclaimed the PRC on October 1, 1949. The Great Leap Forward (1958–62) caused 15–55 million deaths by famine. The Cultural Revolution (1966–76) destroyed traditional culture and persecuted intellectuals. Deng Xiaoping's economic reforms (1978) launched 40 years of 10% annual growth — the largest poverty reduction in history. Xi Jinping's consolidation of personal power since 2012."
republic_of_egypt,Republic of Egypt,,arab,arabic,sunni,democratic_republic,egypt,1952,,,"The Free Officers' Revolution (July 23, 1952) ended the monarchy. Nasser nationalised the Suez Canal (1956), triggering the Suez Crisis — and emerged as pan-Arab hero when US pressure forced Britain and France to withdraw. Nasser's Egypt was the champion of Arab nationalism. Sadat's Camp David Accords (1978) made peace with Israel — and got him assassinated (1981). Mubarak's 30-year autocracy ended with the Arab Spring (2011); democratic opening under Morsi crushed by military coup (2013) under Sisi."
republic_of_iraq,Republic of Iraq,,arab,arabic,sunni,democratic_republic,mesopotamia,1958,,,"General Abd al-Karim Qasim's 1958 coup killed the royal family and created the republic. Ba'ath Party coups (1963, 1968) brought Saddam Hussein to power (formally 1979). Iran-Iraq War (1980–88); Kuwait invasion (1990); Gulf War; UN sanctions devastated the country. US invasion (2003) destroyed the state; Sunni insurgency, al-Qaeda, and ISIS emerged from the chaos. The 2005 constitution and Shia-dominated democracy have been unable to overcome sectarian divisions."
islamic_republic_iran,Islamic Republic of Iran,,persian,,shia_islam,,,1979,,,
russian_federation,Russian Federation,,russian,russian,,,,1991,,,
song_dynasty,Song Dynasty,,han,middle_chinese,neo_confucianism,chinese_imperial,yellow_river|yangtze,960,1279,,Neo-Confucianism (synthesizing Buddhist metaphysics with Confucian ethics) became the dominant intellectual tradition
three_kingdoms_korea,Three Kingdoms of Korea,,korean,old_korean,buddhism,feudal_monarchy,korean_peninsula|manchuria,-57,668,,"Confederation of three competing kingdoms: Goguryeo (north), Baekje (southwest), and Silla (southeast). All three eventually unified under Silla after Tang-Silla alliance eliminated rivals."
modern_korea,Modern Korea (Postwar),,korean,korean,,democratic_republic,korean_peninsula,1945,,,"Post-1945 Korea; note that North and South Korea diverged into separate states (Democratic People's Republic and Republic of Korea) in 1948, but are modeled here as a unified entry representing the shared cultural and historical continuity. Future modeling should split into separate regime entries for DPRK and ROK."
roman_empire,Roman Empire,,latin,latin,roman_paganism,imperial_monarchy,italy|anatolia|levant|egypt|balkans|iberia|gaul|north_africa,-27,476,,
