panel_id,column_id,row_index,stack_index,era,label,note,span,existing_polity_link,category,suggested_id
belarus,cent,9,0,,Byelorussian SSR (in USSR),,2,,polity,byelorussian_ssr_in_ussr
belarus,west,10,0,,Second Polish Republic (Kresy),,1,,polity,second_polish_republic_kresy
belarus,cent,10,0,,Byelorussian SSR — collectivisation · purges,1930s,2,,polity,byelorussian_ssr
belarus,west,11,0,WWII,Soviet occupation — west joins BSSR (Molotov-Ribbentrop),1939,3,,polity,soviet_occupation
belarus,west,11,1,WWII,Nazi Germany — Reichskommissariat Ostland,1941–1944,3,nazi_germany,linked,nazi_germany
belarus,west,11,2,WWII,Soviet reconquest (Operation Bagration),1944,3,,unclassified,soviet_reconquest_operation_bagration
belarus,west,12,0,Soviet,Byelorussian SSR — UN founding member (1945),1944–1991,3,,polity,byelorussian_ssr
belarus,west,13,0,Contemporary,Republic of Belarus — Lukashenko (1994–) · 2020 protests · Union State with Russia (1999),,3,,polity,republic_of_belarus
bosnia,north,0,0,Ancient,Illyrians — Pannonian tribes (Breuci · Oseriates),,1,,people,illyrians
bosnia,cent,0,0,Ancient,Illyrians — Daesitiates,core of the Great Illyrian Revolt 6–9 CE,1,,event,illyrians
bosnia,south,0,0,Ancient,Celto-Illyrians — Delmatae,,1,,unclassified,celto_illyrians
bosnia,north,1,0,,Roman Empire — Illyricum · Dalmatia province,,3,,polity,roman_empire
bosnia,north,1,1,,Western Roman Empire — decline,4th–5th c.,3,western_roman_empire,linked,western_roman_empire
bosnia,north,2,0,Early Medieval,Visigoth transit,c.401 CE,1,,unclassified,visigoth_transit
bosnia,north,2,1,Early Medieval,Ostrogothic Kingdom,493–535 CE,1,ostrogothic_kingdom,linked,ostrogothic_kingdom
bosnia,cent,2,0,Early Medieval,Ostrogothic Kingdom,493–535 CE,1,ostrogothic_kingdom,linked,ostrogothic_kingdom
bosnia,south,2,0,Early Medieval,Eastern Roman / Byzantine Empire,,1,byzantine_empire,linked,eastern_roman_byzantine_empire
bosnia,north,3,0,,Avar Khaganate,567–796 CE,3,avar_khaganate,linked,avar_khaganate
bosnia,north,3,1,,South Slavic migration,6th–7th c.,3,,event,south_slavic_migration
bosnia,north,4,0,,South Slavs settled — early Serbian & Croatian tribal areas,,3,,people,south_slavs_settled
bosnia,north,5,0,Medieval,Croatian Principality,c.800–925,1,,polity,croatian_principality
bosnia,cent,5,0,Medieval,Bulgars (border pressure),,1,,unclassified,bulgars_border_pressure
bosnia,cent,5,1,Medieval,Serbian tribes (Zachumlia),,1,,people,serbian_tribes_zachumlia
bosnia,south,5,0,Medieval,Serbian Kingdom — Zachumlia / Hum,,1,,polity,serbian_kingdom
bosnia,north,6,0,,Croatia → Kingdom of Hungary,,1,kingdom_of_hungary,linked,croatia_kingdom_of_hungary
bosnia,cent,6,0,,Bosnian Banate,Ban Kulin 1180–1204 · autonomous from Hungary,1,,polity,bosnian_banate
bosnia,south,6,0,,Serbian Kingdom / Byzantine (Hum),,1,,polity,serbian_kingdom_byzantine_hum
bosnia,north,7,0,,Kingdom of Hungary (nominal suzerainty),,1,kingdom_of_hungary,linked,kingdom_of_hungary_nominal_suzerainty
bosnia,cent,7,0,,Bosnian Kingdom — Kotromanić dynasty,14th c.,1,bosnian_kingdom,linked,bosnian_kingdom
bosnia,south,7,0,,Bosnian Kingdom · Hum region absorbed,,1,bosnian_kingdom,linked,bosnian_kingdom_hum_region_absorbed
bosnia,north,8,0,,Kingdom of Hungary,,1,kingdom_of_hungary,linked,kingdom_of_hungary
bosnia,cent,8,0,,Bosnian Kingdom — Tvrtko I,"r.1353–1391, peak power",1,bosnian_kingdom,linked,bosnian_kingdom
bosnia,south,8,0,,Duchy of Saint Sava — Herceg Stefan Vukčić,1448–1482 · origin of 'Herzegovina',1,,polity,duchy_of_saint_sava
bosnia,north,9,0,,Bosnian Kingdom → Ottoman conquest,1463,2,bosnian_kingdom,linked,bosnian_kingdom_ottoman_conquest
bosnia,south,9,0,,Duchy of Saint Sava → Ottoman,1482,1,,polity,duchy_of_saint_sava_ottoman
bosnia,north,10,0,Ottoman,"Ottoman Empire — Bosnia Eyalet / Vilayet (1463–1878) · Muslim, Orthodox & Catholic communities",,3,ottoman_empire,linked,ottoman_empire
bosnia,north,11,0,Modern,Austria-Hungary — Bosnia-Herzegovina Condominium,occupied 1878 · annexed 1908,3,,polity,austria_hungary
bosnia,north,11,1,Modern,Joint administration (k.u.k. — neither Austrian nor Hungarian land),,3,,polity,joint_administration_kuk
bosnia,north,12,0,,"Kingdom of Serbs, Croats & Slovenes → Yugoslavia",1918–1941,3,,polity,kingdom_of_serbs_croats_slovenes_yugoslavia
bosnia,north,13,0,,Independent State of Croatia (NDH) — Axis puppet,1941–1945,3,,regime,independent_state_of_croatia_ndh
bosnia,north,13,1,,Yugoslav Partisans — liberation,1945,3,,unclassified,yugoslav_partisans
bosnia,north,14,0,Socialist,SFR Yugoslavia — Socialist Republic of Bosnia & Herzegovina (1945–1992),,3,,polity,sfr_yugoslavia
bosnia,north,15,0,Contemporary,Republika Srpska,1992–1995 · Banja Luka capital,1,,unclassified,republika_srpska
bosnia,cent,15,0,Contemporary,Republic of Bosnia-Herzegovina,Sarajevo besieged 1992–1995,1,,polity,republic_of_bosnia_herzegovina
bosnia,south,15,0,Contemporary,Herzeg-Bosnia Croatian Republic,1991–1994,1,,polity,herzeg_bosnia_croatian_republic
bosnia,south,15,1,Contemporary,Washington Agreement (Croat-Bosniak federation),1994,1,,polity,washington_agreement_croat_bosniak_federation
bosnia,north,16,0,,Republika Srpska (entity within BiH),Dayton 1995–present,1,,unclassified,republika_srpska_entity_within_bih
bosnia,cent,16,0,,Federation of Bosnia & Herzegovina (Bosniak-Croat),Dayton 1995–present,2,,polity,federation_of_bosnia_herzegovina_bosniak_croat
britain_ireland,ireland,0,0,Ancient,Hibernia,pre-Roman,1,,people,hibernia
britain_ireland,ireland,0,1,Ancient,Gaelic peoples (Goídil),c.500 BCE–,1,,people,gaelic_peoples_godil
britain_ireland,scotland,0,0,Ancient,Caledonia,pre-Roman,1,,people,caledonia
britain_ireland,scotland,0,1,Ancient,Picts (Cruithne),c.300 BCE–,1,,unclassified,picts_cruithne
britain_ireland,wales,0,0,Ancient,Britons (Brythonic Celts),c.800 BCE–,2,,people,britons_brythonic_celts
britain_ireland,ireland,1,0,,Outside Roman control,Hibernia unconquered,1,,polity,outside_roman_control
britain_ireland,scotland,1,0,,Outside Roman control,Caledonia — Hadrian's Wall frontier,1,,polity,outside_roman_control
britain_ireland,wales,1,0,,Roman Britain (Britannia),43–410 CE; Roman withdrawal c.410,2,roman_empire_pagan,linked,roman_britain_britannia
britain_ireland,ireland,2,0,Post-Roman,Ard Rí (High Kings of Ireland),5th c.–,1,,unclassified,ard_r_high_kings_of_ireland
britain_ireland,ireland,2,1,Post-Roman,Gaelic petty kingdoms (Tuatha),,1,,unclassified,gaelic_petty_kingdoms_tuatha
britain_ireland,scotland,2,0,Post-Roman,Pictish kingdoms,c.300–843,1,,unclassified,pictish_kingdoms
britain_ireland,scotland,2,1,Post-Roman,Dál Riata (Gaelic colony from Ireland),c.500–843,1,,polity,dl_riata_gaelic_colony_from_ireland
britain_ireland,wales,2,0,Post-Roman,Kingdom of Gwynedd,c.450–1283,1,,polity,kingdom_of_gwynedd
britain_ireland,wales,2,1,Post-Roman,Kingdom of Dyfed,c.410–920,1,,polity,kingdom_of_dyfed
britain_ireland,wales,2,2,Post-Roman,Other Welsh kingdoms (Powys · Morgannwg · Deheubarth),,1,,unclassified,other_welsh_kingdoms_powys_morgannwg_deheubarth
britain_ireland,england,2,0,Post-Roman,Britons vs Anglo-Saxons,c.450–600; Angles · Saxons · Jutes migration,1,,event,britons_vs_anglo_saxons
britain_ireland,ireland,3,0,,Gaelic local kingdoms,,1,,unclassified,gaelic_local_kingdoms
britain_ireland,ireland,3,1,,Norse-Gaels (Dublin · Waterford · Limerick),9th–11th c.,1,,unclassified,norse_gaels_dublin_waterford_limerick
britain_ireland,scotland,3,0,,Pictland,–843,1,,people,pictland
britain_ireland,scotland,3,1,,Kingdom of Alba,843–; Kenneth MacAlpin unifies Picts + Scots,1,,polity,kingdom_of_alba
britain_ireland,wales,3,0,,Welsh kingdoms (resisting Anglo-Saxon expansion),,1,,event,welsh_kingdoms_resisting_anglo_saxon_expansion
britain_ireland,england,3,0,,Heptarchy — Anglo-Saxon kingdoms,c.500–927,1,,unclassified,heptarchy
britain_ireland,england,3,1,,Northumbria · Mercia · East Anglia,(Anglian),1,,unclassified,northumbria_mercia_east_anglia
britain_ireland,england,3,2,,Wessex · Essex · Sussex · Kent,(Saxon / Jutish),1,,unclassified,wessex_essex_sussex_kent
britain_ireland,england,3,3,,Danelaw (Viking-controlled eastern England),865–954,1,,unclassified,danelaw_viking_controlled_eastern_england
britain_ireland,ireland,4,0,Medieval,Gaelic Ireland (provincial kingdoms),,1,,unclassified,gaelic_ireland_provincial_kingdoms
britain_ireland,ireland,4,1,Medieval,Kingdom of Dublin (Norse-Gaelic),853–1170,1,,polity,kingdom_of_dublin_norse_gaelic
britain_ireland,scotland,4,0,Medieval,Kingdom of Scotland,843–,1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,scotland,4,1,Medieval,House of Alpin → Dunkeld → Canmore,,1,,regime,house_of_alpin_dunkeld_canmore
britain_ireland,wales,4,0,Medieval,Deheubarth (Hywel Dda — Welsh law codified),920–1197,1,,unclassified,deheubarth_hywel_dda
britain_ireland,wales,4,1,Medieval,Gwynedd,c.450–1283; Gruffudd ap Llywelyn briefly unifies Wales 1055–1063,1,,people,gwynedd
britain_ireland,england,4,0,Medieval,Kingdom of England — Wessex dynasty,927–1013,1,kingdom_of_england,linked,kingdom_of_england
britain_ireland,england,4,1,Medieval,North Sea Empire (Cnut — England + Denmark + Norway),1016–1035,1,,polity,north_sea_empire_cnut
britain_ireland,ireland,5,0,,Lordship of Ireland (under English Crown),1171–1541; Norman-English invasion 1169,1,,event,lordship_of_ireland_under_english_crown
britain_ireland,ireland,5,1,,Gaelic resurgence outside the Pale,13th–15th c.,1,,unclassified,gaelic_resurgence_outside_the_pale
britain_ireland,scotland,5,0,,Kingdom of Scotland,,1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,scotland,5,1,,Wars of Scottish Independence,1296–1328; Wallace · Bruce,1,,event,wars_of_scottish_independence
britain_ireland,scotland,5,2,,House of Bruce → Stewart/Stuart,1306–,1,,regime,house_of_bruce_stewartstuart
britain_ireland,wales,5,0,,Principality of Wales (Llywelyn the Great · Llywelyn the Last),1216–1283,1,,polity,principality_of_wales_llywelyn_the_great_llywelyn_the_last
britain_ireland,wales,5,1,,Wales under English Crown,1284–; conquered by Edward I in 1283,1,,unclassified,wales_under_english_crown
britain_ireland,england,5,0,,Kingdom of England — Norman dynasty,1066–1154,1,kingdom_of_england,linked,kingdom_of_england
britain_ireland,england,5,1,,Angevin dynasty (Angevin Empire),1154–1216; Magna Carta 1215,1,kingdom_of_england,linked,angevin_dynasty_angevin_empire
britain_ireland,ireland,6,0,,Lordship of Ireland,Pale shrinking; Gaelic lords dominant outside,1,,unclassified,lordship_of_ireland
britain_ireland,scotland,6,0,,Kingdom of Scotland — Stuart dynasty,1371–1603,1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,wales,6,0,,Wales under English law (Laws in Wales Acts),1535–1542,1,,unclassified,wales_under_english_law_laws_in_wales_acts
britain_ireland,england,6,0,,Kingdom of England — Plantagenet dynasty,1216–1399,1,kingdom_of_england,linked,kingdom_of_england
britain_ireland,england,6,1,,Hundred Years' War (England vs France),1337–1453,1,,event,hundred_years_war_england_vs_france
britain_ireland,ireland,7,0,,Kingdom of Ireland,1541–1800; Henry VIII — Crown of Ireland Act; Tudor plantation begins 1550s,1,,polity,kingdom_of_ireland
britain_ireland,scotland,7,0,,Kingdom of Scotland — Stuart,–1603,1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,wales,7,0,,Wales integrated into England,Laws in Wales Acts 1535–1542,1,,unclassified,wales_integrated_into_england
britain_ireland,england,7,0,,Kingdom of England — Lancaster dynasty,1399–1461,1,kingdom_of_england,linked,kingdom_of_england
britain_ireland,england,7,1,,Kingdom of England — York dynasty (Wars of the Roses),1461–1485,1,kingdom_of_england,linked,kingdom_of_england
britain_ireland,ireland,8,0,Early Modern,Kingdom of Ireland (Tudor rule — plantations),1541–,1,,regime,kingdom_of_ireland_tudor_rule
britain_ireland,scotland,8,0,Early Modern,Kingdom of Scotland,(personal union with England from 1603),1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,wales,8,0,Early Modern,Kingdom of England — Tudor dynasty,1485–1603,2,kingdom_of_england,linked,kingdom_of_england
britain_ireland,wales,8,1,Early Modern,Elizabethan era,1558–1603; English Reformation 1534; first colonial ventures,2,,event,elizabethan_era
britain_ireland,ireland,9,0,,Kingdom of Ireland,Ulster Plantation (1606–); Confederate Ireland (1642–1652),1,,polity,kingdom_of_ireland
britain_ireland,scotland,9,0,,Kingdom of Scotland — Stuart dynasty,,1,kingdom_of_scotland,linked,kingdom_of_scotland
britain_ireland,wales,9,0,,Kingdom of England — Stuart dynasty,1603–1649,2,kingdom_of_england,linked,kingdom_of_england
britain_ireland,wales,9,1,,English Civil War,1642–1651,2,,event,english_civil_war
britain_ireland,wales,9,2,,Commonwealth of England,1649–1653,2,,polity,commonwealth_of_england
britain_ireland,wales,9,3,,"Commonwealth of England, Scotland & Ireland (Cromwell)",1653–1659,2,,polity,commonwealth_of_england_scotland_ireland_cromwell
britain_ireland,ireland,10,0,Union Era,Kingdom of Ireland,Penal Laws against Catholics,1,,polity,kingdom_of_ireland
britain_ireland,scotland,10,0,Union Era,Kingdom of England — Stuart Restoration,1660–1688; Glorious Revolution 1688; Bill of Rights 1689,3,kingdom_of_england,linked,kingdom_of_england
britain_ireland,ireland,11,0,,Kingdom of Ireland (separate parliament),Grattan's Parliament 1782–1800,1,,polity,kingdom_of_ireland_separate_parliament
britain_ireland,scotland,11,0,,Kingdom of Great Britain (Acts of Union — England + Scotland),1707–1801,3,kingdom_of_great_britain,linked,kingdom_of_great_britain_acts_of_union
britain_ireland,scotland,11,1,,Hanoverian dynasty — Georgian era,1714–1837,3,,regime,hanoverian_dynasty
britain_ireland,scotland,11,2,,First British Empire (American colonies · India),–1783,3,,polity,first_british_empire_american_colonies_india
britain_ireland,scotland,11,3,,Second British Empire (India · Africa · Pacific),1783–,3,,polity,second_british_empire_india_africa_pacific
britain_ireland,ireland,12,0,Imperial Era,United Kingdom of Great Britain & Ireland,1801–1922; Act of Union 1800/1801,4,united_kingdom,linked,united_kingdom_of_great_britain_ireland
britain_ireland,ireland,12,1,Imperial Era,Irish Home Rule movement (Parnell · Redmond),1870s–1914,4,,unclassified,irish_home_rule_movement_parnell_redmond
britain_ireland,ireland,12,2,Imperial Era,Victorian era — height of British Empire,1837–1901,4,,polity,victorian_era
britain_ireland,ireland,12,3,Imperial Era,Edwardian era,1901–1910,4,,event,edwardian_era
britain_ireland,ireland,13,0,Contemporary,Irish War of Independence,1919–1921; Easter Rising 1916,1,,event,irish_war_of_independence
britain_ireland,ireland,13,1,Contemporary,Irish Free State (Dominion),1922–1937,1,,polity,irish_free_state_dominion
britain_ireland,ireland,13,2,Contemporary,Republic of Ireland (Éire),1937–,1,,polity,republic_of_ireland_ire
britain_ireland,scotland,13,0,Contemporary,Northern Ireland (UK — devolved government),1921–,1,,unclassified,northern_ireland_uk
britain_ireland,scotland,13,1,Contemporary,The Troubles,1968–1998; Good Friday Agreement 1998,1,,unclassified,the_troubles
britain_ireland,wales,13,0,Contemporary,United Kingdom of Great Britain & Northern Ireland,1922–,2,united_kingdom,linked,united_kingdom_of_great_britain_northern_ireland
britain_ireland,wales,13,1,Contemporary,Windsor dynasty,1917–; renamed from Saxe-Coburg-Gotha,2,,regime,windsor_dynasty
britain_ireland,wales,13,2,Contemporary,World War I · World War II,1914–1918 / 1939–1945,2,,event,world_war_i_world_war_ii
britain_ireland,wales,13,3,Contemporary,Decolonization (India 1947 · Africa 1960s),,2,,unclassified,decolonization_india_1947_africa_1960s
britain_ireland,wales,13,4,Contemporary,Scottish devolution (Scottish Parliament restored),1999,2,,event,scottish_devolution_scottish_parliament_restored
britain_ireland,wales,13,5,Contemporary,Welsh devolution (Senedd Cymru),1999,2,,unclassified,welsh_devolution_senedd_cymru
britain_ireland,ireland,14,0,,Republic of Ireland,EU member (1973–); Celtic Tiger (1990s–2000s),1,,polity,republic_of_ireland
britain_ireland,scotland,14,0,,United Kingdom,Brexit (EU withdrawal) 2016/2020,3,united_kingdom,linked,united_kingdom
bulgaria,north,0,0,Ancient,Getae · Triballi,"Thracian tribes, Danubian plain",1,,unclassified,getae_triballi
bulgaria,cent,0,0,Ancient,Thracian tribes,,1,,people,thracian_tribes
bulgaria,south,0,0,Ancient,Odrysian Kingdom,c.480–170 BCE — Thrace core,1,,polity,odrysian_kingdom
bulgaria,south,0,1,Ancient,Achaemenid Persian Empire,513–479 BCE,1,,polity,achaemenid_persian_empire
bulgaria,north,1,0,,"Macedonian Kingdom — Philip II (Triballi, 339 BCE)",,1,,polity,macedonian_kingdom
bulgaria,north,1,1,,Lysimachus — Kingdom of Thrace,305–281 BCE,1,,polity,lysimachus
bulgaria,north,1,2,,Odrysian revival (Roman client),3rd–1st c. BCE,1,,regime,odrysian_revival_roman_client
bulgaria,cent,1,0,,Macedonian Kingdom,,1,,polity,macedonian_kingdom
bulgaria,cent,1,1,,Lysimachus · Seleucid (brief),,1,,unclassified,lysimachus_seleucid_brief
bulgaria,cent,1,2,,Odrysian client,,1,,regime,odrysian_client
bulgaria,south,1,0,,Macedonian Kingdom,,1,,polity,macedonian_kingdom
bulgaria,south,1,1,,Lysimachus · Seleucid,,1,,unclassified,lysimachus_seleucid
bulgaria,south,1,2,,Odrysian revival — client of Rome,,1,,regime,odrysian_revival
bulgaria,north,2,0,,Roman Moesia province,c.6 CE–,1,,polity,roman_moesia_province
bulgaria,north,2,1,,Gothic raids · settlement,3rd–4th c.,1,,event,gothic_raids_settlement
bulgaria,north,2,2,,Hunnic raids,4th–5th c.,1,,event,hunnic_raids
bulgaria,cent,2,0,,Roman,,1,,people,roman
bulgaria,cent,2,1,,Gothic · Hunnic raids,,1,,event,gothic_hunnic_raids
bulgaria,south,2,0,,Roman Thrace province,46 CE–,1,,polity,roman_thrace_province
bulgaria,south,2,1,,Byzantine (Eastern Roman),from 395 CE,1,,unclassified,byzantine_eastern_roman
bulgaria,north,3,0,Medieval,Bulgar Khanate — Asparuh · Tervel,681–,1,,polity,bulgar_khanate
bulgaria,north,3,1,Medieval,Pliska (first capital),,1,,unclassified,pliska_first_capital
bulgaria,cent,3,0,Medieval,Byzantine Empire,,1,byzantine_empire,linked,byzantine_empire
bulgaria,cent,3,1,Medieval,South Slavic migration settling,,1,,event,south_slavic_migration_settling
bulgaria,south,3,0,Medieval,Byzantine Empire — Thrace (core territory),,1,byzantine_empire,linked,byzantine_empire
bulgaria,north,4,0,,First Bulgarian Empire — Krum · Boris I · Simeon I,803–1018,2,first_bulgarian_empire,linked,first_bulgarian_empire
bulgaria,north,4,1,,Pliska → Preslav (capitals),,2,,event,pliska_preslav_capitals
bulgaria,south,4,0,,Byzantine Empire — Thrace,,1,byzantine_empire,linked,byzantine_empire
bulgaria,south,4,1,,Bulgarian border pressure,,1,,unclassified,bulgarian_border_pressure
bulgaria,north,5,0,,Byzantine reconquest — Basil II,1018,2,,polity,byzantine_reconquest
bulgaria,north,5,1,,Second Bulgarian Empire — Tărnovo,1185–1396,2,second_bulgarian_empire,linked,second_bulgarian_empire
bulgaria,south,5,0,,Byzantine Empire — Thrace,,1,byzantine_empire,linked,byzantine_empire
bulgaria,south,5,1,,Bulgarian–Byzantine contested,,1,,polity,bulgarian_byzantine_contested
bulgaria,north,6,0,,Ottoman conquest,Tărnovo 1393 · Vidin 1396,3,,event,ottoman_conquest
bulgaria,north,7,0,Ottoman,Ottoman Empire — Danube vilayet · Rumelia · Bulgarian national revival movement,,3,ottoman_empire,linked,ottoman_empire
bulgaria,north,8,0,Modern,Principality of Bulgaria,1878–1908,3,,polity,principality_of_bulgaria
bulgaria,north,8,1,Modern,Treaty of San Stefano · Congress of Berlin · Russian protectorate,,3,,polity,treaty_of_san_stefano_congress_of_berlin_russian_protectorate
bulgaria,north,9,0,,Kingdom of Bulgaria,1908–1946,3,,polity,kingdom_of_bulgaria
bulgaria,north,9,1,,Balkan Wars 1912–13 · WWI (Central Powers) · WWII (Axis-aligned),,3,,event,balkan_wars_1912_13_wwi_central_powers_wwii_axis_aligned
bulgaria,north,10,0,,People's Republic of Bulgaria,1946–1990,3,,people,people_s_republic_of_bulgaria
bulgaria,north,10,1,,Soviet-aligned · Warsaw Pact,,3,,unclassified,soviet_aligned_warsaw_pact
bulgaria,north,11,0,,Republic of Bulgaria — NATO (2004) · EU member (2007),,3,,polity,republic_of_bulgaria
croatia,istria,0,0,Ancient,Histri (Illyrian),indigenous Istrian tribe,1,,people,histri_illyrian
croatia,istria,0,1,Ancient,Illyrian Kingdom,,1,,polity,illyrian_kingdom
croatia,dalm,0,0,Ancient,Dalmatian Kingdom (Delmatae · Liburnians),,1,,polity,dalmatian_kingdom_delmatae_liburnians
croatia,dalm,0,1,Ancient,Illyrian Kingdom,,1,,polity,illyrian_kingdom
croatia,core,0,0,Ancient,Illyrian Kingdom · Pannonian tribes (Colapiani),,1,,people,illyrian_kingdom_pannonian_tribes_colapiani
croatia,slav,0,0,Ancient,Celtic Scordisci · Pannonian tribes,,1,,people,celtic_scordisci_pannonian_tribes
croatia,istria,1,0,,Roman Empire — Regio X (Venetia et Histria),,1,,polity,roman_empire
croatia,dalm,1,0,,Roman Republic (Illyrian Wars),229–168 BCE,1,roman_republic,linked,roman_republic_illyrian_wars
croatia,dalm,1,1,,Roman Empire — Dalmatia province,,1,,polity,roman_empire
croatia,core,1,0,,Roman Empire — Pannonia Savia,,1,,polity,roman_empire
croatia,slav,1,0,,Roman Empire — Pannonia Inferior · Pannonia Secunda,,1,,polity,roman_empire
croatia,istria,2,0,Early Medieval,W. Roman → Odoacer → Ostrogothic → Byzantine,476–554,1,,event,w_roman_odoacer_ostrogothic_byzantine
croatia,dalm,2,0,Early Medieval,W. Roman → Odoacer → Ostrogothic → Byzantine,–554 CE,1,,event,w_roman_odoacer_ostrogothic_byzantine
croatia,core,2,0,Early Medieval,Ostrogothic Kingdom → Byzantine briefly,,1,ostrogothic_kingdom,linked,ostrogothic_kingdom_byzantine_briefly
croatia,slav,2,0,Early Medieval,Gepid Kingdom,454–567 CE,1,,polity,gepid_kingdom
croatia,slav,2,1,Early Medieval,Avar Khaganate,567–796 CE,1,avar_khaganate,linked,avar_khaganate
croatia,istria,3,0,,Byzantine Empire,,1,byzantine_empire,linked,byzantine_empire
croatia,istria,3,1,,Lombard pressure (north),,1,,people,lombard_pressure_north
croatia,dalm,3,0,,Byzantine Empire — Dalmatian coastal theme,,1,byzantine_empire,linked,byzantine_empire
croatia,core,3,0,,Avar Khaganate · South Slavic migration,6th–7th c.,2,avar_khaganate,linked,avar_khaganate_south_slavic_migration
croatia,istria,4,0,,Frankish → Middle Frankish → East Frankish → HRE,8th–10th c.,1,,event,frankish_middle_frankish_east_frankish_hre
croatia,dalm,4,0,,Byzantine (coastal cities),,1,,unclassified,byzantine_coastal_cities
croatia,dalm,4,1,,Croatian Principality (hinterland),,1,,polity,croatian_principality_hinterland
croatia,core,4,0,,Croatian Principality · Frankish suzerainty (Carolingian),,1,,regime,croatian_principality_frankish_suzerainty_carolingian
croatia,slav,4,0,,Croatian Principality · East Frankish (Pannonian Croatia),,1,,polity,croatian_principality_east_frankish_pannonian_croatia
croatia,istria,5,0,Medieval,Holy Roman Empire,,1,holy_roman_empire,linked,holy_roman_empire
croatia,istria,5,1,Medieval,Venice — acquiring coastal towns,from c.1000,1,,unclassified,venice
croatia,dalm,5,0,Medieval,Byzantine (some cities) · Croatian Kingdom,,1,croatian_kingdom,linked,byzantine_some_cities_croatian_kingdom
croatia,dalm,5,1,Medieval,Venice — Dalmatian cities,1000 CE,1,,unclassified,venice
croatia,core,5,0,Medieval,Croatian Kingdom — Tomislav,c.925 CE,1,croatian_kingdom,linked,croatian_kingdom
croatia,slav,5,0,Medieval,Croatian Kingdom → Hungarian pressure,,1,croatian_kingdom,linked,croatian_kingdom_hungarian_pressure
croatia,istria,6,0,,Venice Republic (acquiring coastal towns),,1,,polity,venice_republic_acquiring_coastal_towns
croatia,istria,6,1,,HRE — Pazin / Mitterburg county,,1,,polity,hre
croatia,dalm,6,0,,Hungary-Croatia (Pacta Conventa 1102),,1,,unclassified,hungary_croatia_pacta_conventa_1102
croatia,dalm,6,1,,Venice dominates · Republic of Ragusa forming,1358–,1,,polity,venice_dominates_republic_of_ragusa_forming
croatia,core,6,0,,Hungary-Croatia (1102),,1,,unclassified,hungary_croatia_1102
croatia,core,6,1,,Mongol invasion,1241–1242,1,,event,mongol_invasion
croatia,slav,6,0,,Hungary-Croatia — County / Banate of Slavonia,,1,,polity,hungary_croatia
croatia,istria,7,0,,Venice Republic (most of coast),,1,,polity,venice_republic_most_of_coast
croatia,istria,7,1,,Habsburg — Pazin county,,1,,regime,habsburg
croatia,dalm,7,0,,Venice Republic,,1,,polity,venice_republic
croatia,dalm,7,1,,Republic of Ragusa (Dubrovnik),autonomous 1358–1808,1,,polity,republic_of_ragusa_dubrovnik
croatia,core,7,0,,Hungary-Croatia → Habsburg,from 1527,1,,regime,hungary_croatia_habsburg
croatia,slav,7,0,,Hungary-Croatia → Ottoman raids,,1,,event,hungary_croatia_ottoman_raids
croatia,slav,7,1,,Battle of Mohács,1526,1,,event,battle_of_mohcs
croatia,istria,8,0,Ottoman Frontier,Venice Republic,,1,,polity,venice_republic
croatia,istria,8,1,Ottoman Frontier,Habsburg — Pazin,,1,,regime,habsburg
croatia,dalm,8,0,Ottoman Frontier,Venice Republic,,1,,polity,venice_republic
croatia,dalm,8,1,Ottoman Frontier,Republic of Ragusa,,1,,polity,republic_of_ragusa
croatia,core,8,0,Ottoman Frontier,Habsburg Croatia (reduced rump state),,1,,regime,habsburg_croatia_reduced_rump_state
croatia,core,8,1,Ottoman Frontier,Military Frontier (Vojna Krajina),from 1593,1,,unclassified,military_frontier_vojna_krajina
croatia,slav,8,0,Ottoman Frontier,Ottoman Empire — most of Slavonia,1536–1699,1,ottoman_empire,linked,ottoman_empire
croatia,istria,9,0,,Venice Republic,,1,,polity,venice_republic
croatia,istria,9,1,,Habsburg — Pazin area,,1,,regime,habsburg
croatia,dalm,9,0,,Venice Republic,,1,,polity,venice_republic
croatia,dalm,9,1,,Republic of Ragusa,,1,,polity,republic_of_ragusa
croatia,core,9,0,,Habsburg Croatia · Military Frontier,,1,,regime,habsburg_croatia_military_frontier
croatia,slav,9,0,,Habsburg — reconquered (Treaty of Karlowitz 1699),,1,,regime,habsburg
croatia,slav,9,1,,Slavonian Military Frontier,,1,,unclassified,slavonian_military_frontier
croatia,istria,10,0,19th c.,Habsburg → Austria-Hungary (Austrian Küstenland),,1,,regime,habsburg_austria_hungary_austrian_kstenland
croatia,dalm,10,0,19th c.,French (briefly 1806–14) → Austrian Empire,,1,,polity,french_briefly_1806_14_austrian_empire
croatia,dalm,10,1,19th c.,Austria-Hungary — Dalmatia crown land,,1,,unclassified,austria_hungary
croatia,core,10,0,19th c.,Austrian Empire → Austria-Hungary,,2,,polity,austrian_empire_austria_hungary
croatia,core,10,1,19th c.,Kingdom of Croatia-Slavonia (1868),,2,,polity,kingdom_of_croatia_slavonia_1868
