panel_id,column_id,row_index,stack_index,era,label,note,span,existing_polity_link,category,entity_id,entity_type
china,north,15,4,Five Dynasties & Ten Kingdoms (五代十国),Later Zhou (后周),951–960,1,later_zhou,linked,later_zhou,existing_polity
china,south,15,0,Five Dynasties & Ten Kingdoms (五代十国),Ten Kingdoms (十国),"907–979, various southern states",1,ten_kingdoms,linked,ten_kingdoms,existing_polity
china,frontier,15,0,Five Dynasties & Ten Kingdoms (五代十国),Liao Dynasty (辽/契丹),"907–1125, Khitan; Sixteen Prefectures (燕云十六州) ceded (938)",1,liao_dynasty,linked,liao_dynasty,existing_polity
china,north,16,0,Song–Yuan (宋元),Northern Song (北宋),"960–1127, capital Kaifeng",2,northern_song,linked,northern_song,existing_polity
china,frontier,16,0,Song–Yuan (宋元),Liao Dynasty (辽),,1,liao_dynasty,linked,liao_dynasty,existing_polity
china,frontier,16,1,Song–Yuan (宋元),Western Xia (西夏),"1038–1227, Tangut",1,western_xia,linked,western_xia,existing_polity
china,north,17,0,,Jin Dynasty (金),"1115–1234, Jurchen; Jingkang Incident — fall of Northern Song (1127)",1,jin_dynasty,linked,jin_dynasty,existing_polity
china,south,17,0,,Southern Song (南宋),"1127–1279, capital Lin'an (Hangzhou)",1,southern_song,linked,southern_song,existing_polity
china,frontier,17,0,,Western Liao (西辽/哈喇契丹),1124–1218,1,western_liao,linked,western_liao,existing_polity
china,frontier,17,1,,Western Xia (西夏),,1,western_xia,linked,western_xia,existing_polity
china,frontier,17,2,,Mongol Empire — Genghis Khan,1206–,1,mongol_empire,linked,mongol_empire,existing_polity
china,north,18,0,,Mongol conquest of Jin,completed 1234,1,,regime,mongol_conquest_of_jin,regime
china,south,18,0,,Southern Song (南宋),resists until 1279,1,southern_song,linked,southern_song,existing_polity
china,frontier,18,0,,Mongol Empire (大蒙古国),,1,mongol_empire,linked,mongol_empire,existing_polity
china,north,19,0,,Yuan Dynasty (元) — Kublai Khan,1271–1368,3,yuan_dynasty,linked,yuan_dynasty,existing_polity
china,north,20,0,Ming–Qing (明清),Ming Dynasty (明),1368–1644,2,ming_dynasty,linked,ming_dynasty,existing_polity
china,frontier,20,0,Ming–Qing (明清),Northern Yuan (北元),1368–1635,1,northern_yuan,linked,northern_yuan,existing_polity
china,frontier,20,1,Ming–Qing (明清),Various Mongol khanates,,1,,unclassified,various_mongol_khanates,unclassified
china,north,21,0,,Shun (顺) — Li Zicheng,1644; Qing conquest of north (1644),1,shun,linked,shun,existing_polity
china,south,21,0,,Southern Ming (南明),1644–1662,1,southern_ming,linked,southern_ming,existing_polity
china,south,21,1,,Wu Zhou (吴周) — Wu Sangui,1673–1681,1,wu_zhou,linked,wu_zhou,existing_polity
china,south,21,2,,Kingdom of Tungning (东宁),"1662–1683, Taiwan",1,kingdom_of_tungning,linked,kingdom_of_tungning,existing_polity
china,frontier,21,0,,Later Jin (后金) → Qing,1616/1636–,1,later_jin,linked,later_jin,existing_polity
china,north,22,0,,Qing Dynasty (清),1644–1912; Kangxi · Yongzheng · Qianlong — golden age,2,qing_dynasty,linked,qing_dynasty,existing_polity
china,frontier,22,0,,"Qing expansion — Tibet, Xinjiang, Mongolia",,1,,regime,qing_expansion__tibet_xinjiang_mongolia,regime
china,frontier,22,1,,Dzungar Khanate conquest,1755–1758,1,dzungar_khanate,linked,dzungar_khanate,existing_polity
china,north,23,0,,Late Qing — Opium Wars · Unequal Treaties,1839–; Self-Strengthening Movement · Hundred Days' Reform,2,,regime,late_qing__opium_wars_unequal_treaties,regime
china,north,23,1,,Taiping Heavenly Kingdom (太平天国),1851–1864,2,taiping_heavenly_kingdom,linked,taiping_heavenly_kingdom,existing_polity
china,frontier,23,0,,Qing frontier — Russian encroachment,,1,,regime,qing_frontier__russian_encroachment,regime
china,north,24,0,Republic (民国),Republic of China (中华民国),1912–,2,republic_of_china,linked,republic_of_china,existing_polity
china,north,24,1,Republic (民国),Beiyang Government (北洋政府),1912–1928,2,beiyang_government,linked,beiyang_government,existing_polity
china,north,24,2,Republic (民国),Warlord Era (军阀混战),1916–1928,2,,event,warlord_era,event
china,north,24,3,Republic (民国),Chinese Empire — Yuan Shikai,1915–1916,2,chinese_empire,linked,chinese_empire,existing_polity
china,frontier,24,0,Republic (民国),Outer Mongolia independence,1911/1921,1,,event,outer_mongolia_independence,event
china,frontier,24,1,Republic (民国),Qing court remnants (宣统小朝廷),,1,,regime,qing_court_remnants,regime
china,north,25,0,,Nationalist Government (国民政府),1928–1949,2,nationalist_government,linked,nationalist_government,existing_polity
china,north,25,1,,Wuhan Government (武汉政府),1927,2,wuhan_government,linked,wuhan_government,existing_polity
china,north,25,2,,Chinese Soviet Republic (中华苏维埃),"1931–1937, Jiangxi",2,chinese_soviet_republic,linked,chinese_soviet_republic,existing_polity
china,frontier,25,0,,Manchukuo (满洲国),"1932–1945, Japanese puppet",1,manchukuo,linked,manchukuo,existing_polity
china,frontier,25,1,,Mengjiang,"1936–1945, Inner Mongolia",1,mengjiang,linked,mengjiang,existing_polity
china,north,26,0,,Second Sino-Japanese War (抗日战争),1937–1945; Chongqing — wartime Nationalist capital,2,,event,second_sino_japanese_war,event
china,north,26,1,,Wang Jingwei regime (汪精卫政权),"1940–1945, Nanjing",2,wang_jingwei_regime,linked,wang_jingwei_regime,existing_polity
china,north,26,2,,Chinese Civil War (国共内战),1946–1949,2,,event,chinese_civil_war,event
china,frontier,26,0,,Manchukuo · Japanese occupation,Soviet entry into Manchuria (1945),1,manchukuo,linked,manchukuo,existing_polity
china,north,27,0,Modern (现代),People's Republic of China (中华人民共和国),1949–,3,peoples_republic_of_china,linked,peoples_republic_of_china,existing_polity
china,north,27,1,Modern (现代),Republic of China (中华民国) — Taiwan,1949– retreat to Taiwan,3,republic_of_china,linked,republic_of_china,existing_polity
japan,main,0,0,Jōmon,Jōmon people,,5,jomon_people,linked,,unresolved_link
japan,main,1,0,Yayoi,Yayoi people,,2,yayoi_people_culture,linked,,unresolved_link
japan,okinawa,1,0,Yayoi,Hayato / Kumaso,,1,hayato,linked,,unresolved_link
japan,col_3,1,0,Yayoi,Emishi,,1,emishi,linked,,unresolved_link
japan,col_4,1,0,Yayoi,Ryukyuan,,1,ryukyuan,linked,,unresolved_link
japan,main,2,0,Kofun,Yamato,,3,yamato_period,linked,yamato_period,existing_polity
japan,col_3,2,0,Kofun,Emishi,,1,emishi,linked,,unresolved_link
japan,col_4,2,0,Kofun,Ryukyuan,,1,ryukyuan,linked,,unresolved_link
japan,main,3,0,Asuka,Yamato · Soga Clan,,3,yamato_period,linked,yamato_period,existing_polity
japan,col_3,3,0,Asuka,Emishi,,1,emishi,linked,,unresolved_link
japan,col_4,3,0,Asuka,Ryukyuan,,1,ryukyuan,linked,,unresolved_link
japan,main,4,0,Nara,Japan (Ritsuryō state),,3,nara_period,linked,nara_period,existing_polity
japan,col_3,4,0,Nara,Emishi,,1,emishi,linked,,unresolved_link
japan,col_4,4,0,Nara,Gusuku culture,,1,gusuku_culture,linked,,unresolved_link
japan,main,5,0,Heian,Japan (Dynastic state),,3,heian_period,linked,heian_period,existing_polity
japan,col_3,5,0,Heian,Emishi / Ezo,,1,emishi,linked,,unresolved_link
japan,col_4,5,0,Heian,Sanzan period,,1,,event,sanzan_period,event
japan,main,6,0,,Sesshō-Kampaku regency,,3,heian_period,linked,heian_period,existing_polity
japan,col_3,6,0,,Emishi / Ezo,,1,emishi,linked,,unresolved_link
japan,col_4,6,0,,Sanzan period,,1,,event,sanzan_period,event
japan,main,7,0,,Insei (Cloistered rule),,3,heian_period,linked,heian_period,existing_polity
japan,col_3,7,0,,Emishi / Ezo,,1,emishi,linked,,unresolved_link
japan,col_4,7,0,,Sanzan period,,1,,event,sanzan_period,event
japan,main,8,0,Kamakura,Kamakura Shogunate,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,8,0,Kamakura,Ezo,,1,ezo,linked,,unresolved_link
japan,col_4,8,0,Kamakura,Sanzan period,,1,,event,sanzan_period,event
japan,main,9,0,,Hōjō Regency,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,9,0,,Ezo,,1,ezo,linked,,unresolved_link
japan,col_4,9,0,,Sanzan period,,1,,event,sanzan_period,event
japan,main,10,0,Kenmu,Kenmu Restoration,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,10,0,Kenmu,Ezo,,1,ezo,linked,,unresolved_link
japan,col_4,10,0,Kenmu,Sanzan period,,1,,event,sanzan_period,event
japan,main,11,0,Nanboku-chō,Northern Court,,2,northern_court,linked,,unresolved_link
japan,okinawa,11,0,Nanboku-chō,Southern Court,,1,southern_court,linked,,unresolved_link
japan,col_3,11,0,Nanboku-chō,Ezo,,1,ezo,linked,,unresolved_link
japan,col_4,11,0,Nanboku-chō,Sanzan period,,1,,event,sanzan_period,event
japan,main,12,0,,Ashikaga Shogunate,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,12,0,,Ezo,,1,ezo,linked,,unresolved_link
japan,col_4,12,0,,Ryukyu Kingdom,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,13,0,Muromachi,Ashikaga Shogunate,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,13,0,Muromachi,Ezo (Matsumae),,1,ezo,linked,,unresolved_link
japan,col_4,13,0,Muromachi,Ryukyu Kingdom,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,14,0,,Hosokawa / Miyoshi regency,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,14,0,,Ezo (Matsumae),,1,ezo,linked,,unresolved_link
japan,col_4,14,0,,Ryukyu Kingdom,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,15,0,Sengoku,Oda Nobunaga,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,15,0,Sengoku,Ezo (Matsumae),,1,ezo,linked,,unresolved_link
japan,col_4,15,0,Sengoku,Ryukyu Kingdom,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,16,0,,Toyotomi Hideyoshi,,3,feudal_japan,linked,feudal_japan,existing_polity
japan,col_3,16,0,,Ezo (Matsumae),,1,ezo,linked,,unresolved_link
japan,col_4,16,0,,Ryukyu Kingdom,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,17,0,Edo,Tokugawa Shogunate,,3,tokugawa_shogunate,linked,tokugawa_shogunate,existing_polity
japan,col_3,17,0,Edo,Matsumae Domain,,1,matsumae_domain,linked,,unresolved_link
japan,col_4,17,0,Edo,Ryukyu Kingdom (Satsuma vassal),,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,18,0,Bakumatsu,Meiji Restoration · Boshin War,,3,empire_of_japan,linked,empire_of_japan,existing_polity
japan,col_3,18,0,Bakumatsu,Ezo Republic,,1,ezo_republic,linked,,unresolved_link
japan,col_4,18,0,Bakumatsu,Ryukyu Domain,,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,19,0,Modern,Empire of Japan,,5,empire_of_japan,linked,empire_of_japan,existing_polity
japan,main,20,0,,Japan (Allied Occupation → State of Japan),,3,modern_japan,linked,modern_japan,existing_polity
japan,col_3,20,0,,Japan,,1,modern_japan,linked,modern_japan,existing_polity
japan,col_4,20,0,,Ryukyu (US administration),,1,ryukyu_kingdom,linked,ryukyu_kingdom,existing_polity
japan,main,21,0,Contemporary,Japan,,5,modern_japan,linked,modern_japan,existing_polity
korea,manchuria,0,0,Prehistoric,Paleolithic / Neolithic peoples,,5,paleolithic_culture,linked,,unresolved_link
korea,manchuria,1,0,Gojoseon,Gojoseon,,2,joseon,linked,joseon,existing_polity
korea,jeju,1,0,Gojoseon,Jin state (south tribes),,2,jin_state,linked,,unresolved_link
korea,col_4,1,0,Gojoseon,Tamna,,1,tamna,linked,,unresolved_link
korea,manchuria,2,0,Proto-Three Kingdoms,Buyeo · Okjeo,,1,buyeo_okjeo,linked,,unresolved_link
korea,peninsula,2,0,Proto-Three Kingdoms,Nakrang (Han commandery),,1,nakrang,linked,,unresolved_link
korea,jeju,2,0,Proto-Three Kingdoms,Mahan Confederacy,,1,mahan_confederacy,linked,,unresolved_link
korea,col_3,2,0,Proto-Three Kingdoms,Jinhan · Byeonhan,,1,jinhan_byeonhan,linked,,unresolved_link
korea,col_4,2,0,Proto-Three Kingdoms,Tamna,,1,tamna,linked,,unresolved_link
korea,manchuria,3,0,Three Kingdoms,Goguryeo,,2,goguryeo,linked,goguryeo,existing_polity
korea,jeju,3,0,Three Kingdoms,Baekje,,1,baekje,linked,baekje,existing_polity
korea,col_3,3,0,Three Kingdoms,Silla · Gaya,,1,silla,linked,silla,existing_polity
korea,col_4,3,0,Three Kingdoms,Tamna,,1,tamna,linked,,unresolved_link
korea,manchuria,4,0,North-South States,Balhae,,1,balhae,linked,balhae,existing_polity
korea,peninsula,4,0,North-South States,Unified Silla,,3,unified_silla,linked,unified_silla,existing_polity
korea,col_4,4,0,North-South States,Tamna → Silla,,1,,regime,tamna_silla,regime
korea,manchuria,5,0,Later Three Kingdoms,Khitan (forming),,1,,event,khitan,event
korea,peninsula,5,0,Later Three Kingdoms,Later Goguryeo (Taebong),,1,goguryeo,linked,goguryeo,existing_polity
korea,jeju,5,0,Later Three Kingdoms,Later Baekje,,1,baekje,linked,baekje,existing_polity
korea,col_3,5,0,Later Three Kingdoms,Silla (declining),,1,silla,linked,silla,existing_polity
korea,col_4,5,0,Later Three Kingdoms,Tamna,,1,tamna,linked,,unresolved_link
korea,manchuria,6,0,Goryeo,Khitan Liao · Jurchen Jin,918–1231,1,khitan_liao,linked,,unresolved_link
korea,manchuria,6,1,Goryeo,Mongol Yuan,1231–1356,1,mongol_yuan,linked,,unresolved_link
korea,manchuria,6,2,Goryeo,Ming Dynasty,1356–1392,1,ming_dynasty,linked,ming_dynasty,existing_polity
korea,peninsula,6,0,Goryeo,Goryeo,918–1231,4,goryeo,linked,goryeo,existing_polity
korea,peninsula,6,1,Goryeo,Goryeo (Yuan vassal),1231–1356,4,goryeo,linked,goryeo,existing_polity
korea,peninsula,6,2,Goryeo,Goryeo (restored),1356–1392,4,goryeo,linked,goryeo,existing_polity
korea,manchuria,7,0,Joseon,Ming Dynasty,1392–1644,1,ming_dynasty,linked,ming_dynasty,existing_polity
korea,manchuria,7,1,Joseon,Qing Dynasty,1644–1897,1,qing_dynasty,linked,qing_dynasty,existing_polity
korea,peninsula,7,0,Joseon,Joseon,1392–1592,4,joseon,linked,joseon,existing_polity
korea,peninsula,7,1,Joseon,Joseon (Imjin War · Manchu invasions),1592–1637,4,joseon,linked,joseon,existing_polity
korea,peninsula,7,2,Joseon,Joseon (Qing tributary),1637–1897,4,joseon,linked,joseon,existing_polity
korea,manchuria,8,0,Korean Empire,Qing → Russian sphere,,1,qing_dynasty,linked,qing_dynasty,existing_polity
korea,peninsula,8,0,Korean Empire,Korean Empire,,4,korean_empire,linked,,unresolved_link
korea,manchuria,9,0,Japanese Occupation,Manchukuo (Japan puppet),,1,manchukuo,linked,manchukuo,existing_polity
korea,peninsula,9,0,Japanese Occupation,Japanese Korea,,4,japanese_korea,linked,japanese_korea,existing_polity
korea,manchuria,10,0,Modern,Soviet zone → China (PRC),1945–1949 / 1949–,1,,event,soviet_zone_china,event
korea,peninsula,10,0,Modern,Soviet Military Government,1945–1948,1,soviet_military_government,linked,,unresolved_link
korea,peninsula,10,1,Modern,North Korea (DPRK),1948–,1,north_korea,linked,north_korea,existing_polity
korea,jeju,10,0,Modern,US Military Government,1945–1948,3,us_military_government,linked,,unresolved_link
korea,jeju,10,1,Modern,South Korea (ROK),1948–,3,south_korea,linked,south_korea,existing_polity
korea,manchuria,11,0,Contemporary,China,,1,china,linked,,unresolved_link
korea,peninsula,11,0,Contemporary,North Korea,,1,north_korea,linked,north_korea,existing_polity
korea,jeju,11,0,Contemporary,South Korea,,3,south_korea,linked,south_korea,existing_polity
manchuria,west,0,0,BCE,Shanrong,c.800–300 BCE,1,shanrong,linked,,unresolved_link
manchuria,west,0,1,BCE,Donghu,c.600–209 BCE,1,donghu,linked,donghu,existing_polity
manchuria,south,0,0,BCE,Yan,c.400–222 BCE,1,yan,linked,,unresolved_link
manchuria,south,0,1,BCE,Liaodong Commandery,from c.300 BCE,1,liaodong_commandery,linked,,unresolved_link
manchuria,east,0,0,BCE,Gojoseon,c.2333–108 BCE,1,joseon,linked,joseon,existing_polity
manchuria,east,0,1,BCE,Yemaek,tribal confederation,1,yemaek,linked,,unresolved_link
manchuria,north,0,0,BCE,Sushen,ancient Tungusic peoples,1,sushen,linked,,unresolved_link
manchuria,north,0,1,BCE,Gori Kingdom,,1,gori_kingdom,linked,,unresolved_link
manchuria,west,1,0,,Xiongnu — from 209 BCE,,1,xiongnu,linked,xiongnu,existing_polity
manchuria,south,1,0,,Qin,221–206 BCE,1,qin_dynasty,linked,qin_dynasty,existing_polity
manchuria,south,1,1,,Western Han,206 BCE–8 CE,1,western_han,linked,western_han,existing_polity
manchuria,south,1,2,,Liaodong & Xuantu Commanderies,from 108 BCE,1,liaodong_xuantu_commanderies,linked,,unresolved_link
manchuria,east,1,0,,Gojoseon,→ 108 BCE,1,joseon,linked,joseon,existing_polity
manchuria,east,1,1,,Han Commanderies,108–75 BCE,1,han_commanderies,linked,,unresolved_link
manchuria,north,1,0,,Gori Kingdom · Buyeo forming,,1,,polity,gori_kingdom_buyeo_forming,polity
manchuria,west,2,0,~4th c. CE,Wuhuan,c.200 BCE–207 CE,1,wuhuan,linked,,unresolved_link
manchuria,west,2,1,~4th c. CE,Xianbei,c.1–400 CE,1,xianbei,linked,xianbei,existing_polity
manchuria,south,2,0,~4th c. CE,Xin · Eastern Han,9–220 CE,1,xin_eastern_han,linked,,unresolved_link
manchuria,south,2,1,~4th c. CE,Wei · Gongsun / Eastern Yan,220–238 CE,1,wei_gongsun,linked,,unresolved_link
manchuria,south,2,2,~4th c. CE,Western Jin — Liaodong & Xuantu,265–316 CE,1,western_jin,linked,western_jin,existing_polity
manchuria,east,2,0,~4th c. CE,Goguryeo — expanding,,1,goguryeo,linked,goguryeo,existing_polity
manchuria,north,2,0,~4th c. CE,Buyeo,c.2nd BCE–494 CE,1,buyeo,linked,,unresolved_link
manchuria,north,2,1,~4th c. CE,Ilou,Tungusic hunter-gatherers,1,ilou,linked,,unresolved_link
manchuria,west,3,0,4th–6th c.,Former Yan · Former Qin,337–395 CE,1,former_yan,linked,,unresolved_link
manchuria,west,3,1,4th–6th c.,Later Yan · Northern Yan,384–436 CE,1,later_yan,linked,,unresolved_link
manchuria,west,3,2,4th–6th c.,Northern Wei,436–534 CE,1,northern_wei,linked,northern_wei,existing_polity
manchuria,south,3,0,4th–6th c.,Former/Later Yan — Liaodong,337–436 CE,1,formerlater_yan,linked,,unresolved_link
manchuria,south,3,1,4th–6th c.,N. Wei → Eastern Wei,534–,1,,regime,n_wei_eastern_wei,regime
manchuria,east,3,0,4th–6th c.,Goguryeo,,1,goguryeo,linked,goguryeo,existing_polity
manchuria,north,3,0,4th–6th c.,Dûmokrô,Buyeo successor state,1,dumokro,linked,,unresolved_link
manchuria,north,3,1,4th–6th c.,Wuji,proto-Mohe Tungusic,1,wuji,linked,,unresolved_link
manchuria,west,4,0,,Khitan confederacy,forming c.400s CE,1,khitan_confederacy,linked,,unresolved_link
manchuria,west,4,1,,Shiwei,Mongolic/Tungusic tribes,1,shiwei,linked,shiwei,existing_polity
manchuria,south,4,0,,N. Qi → N. Zhou,550–581 CE,1,,regime,n_qi_n_zhou,regime
manchuria,east,4,0,,Goguryeo,,1,goguryeo,linked,goguryeo,existing_polity
manchuria,north,4,0,,Mohe — Tungusic confederation,,1,mohe,linked,,unresolved_link
manchuria,west,5,0,7th–9th c.,Tang suzerainty (Jimi),,1,,regime,tang_suzerainty,regime
manchuria,south,5,0,7th–9th c.,Sui,581–618,1,sui_dynasty,linked,sui_dynasty,existing_polity
manchuria,south,5,1,7th–9th c.,Tang,618–907,1,tang_dynasty,linked,tang_dynasty,existing_polity
manchuria,east,5,0,7th–9th c.,Balhae,698–926,1,balhae,linked,balhae,existing_polity
manchuria,north,5,0,7th–9th c.,Mohe — tribal groups,,1,mohe,linked,,unresolved_link
manchuria,west,6,0,,Tang — declining,,1,tang_dynasty,linked,tang_dynasty,existing_polity
manchuria,south,6,0,,Tang → regional Mohe chiefs,,1,tang_dynasty,linked,tang_dynasty,existing_polity
manchuria,east,6,0,,Balhae,698–926,1,balhae,linked,balhae,existing_polity
manchuria,north,6,0,,Mohe — tribal groups,,1,mohe,linked,,unresolved_link
manchuria,west,7,0,10th–12th c.,Liao — Khitan Empire,907–1125,2,liao_dynasty,linked,liao_dynasty,existing_polity
manchuria,west,7,1,10th–12th c.,Dongdan Kingdom,"926–983, Balhae successor",2,dongdan_kingdom,linked,,unresolved_link
manchuria,east,7,0,10th–12th c.,Balhae Restoration Movement,,1,balhae,linked,balhae,existing_polity
manchuria,east,7,1,10th–12th c.,Jurchen tribes consolidating,,1,jurchen_tribes,linked,,unresolved_link
manchuria,north,7,0,10th–12th c.,Five Nations Dept (Wuguofu),far-north Jurchen federation,1,five_nations_dept,linked,,unresolved_link
manchuria,west,8,0,,Jin — Jurchen Empire,1115–1234,4,jin_jurchen,linked,jin_jurchen,existing_polity
manchuria,west,9,0,13th c.,Mongol Empire — western invasion,,1,mongol_empire,linked,mongol_empire,existing_polity
manchuria,south,9,0,13th c.,Eastern Liao · Later Liao,Khitan remnant states,1,eastern_liao,linked,,unresolved_link
manchuria,east,9,0,13th c.,Eastern Xia (Dongxia) — 1215–1233,,1,eastern_xia,linked,,unresolved_link
manchuria,north,9,0,13th c.,Mongol Empire — northern front,,1,mongol_empire,linked,mongol_empire,existing_polity
manchuria,west,10,0,,Yuan,,1,yuan_dynasty,linked,yuan_dynasty,existing_polity
manchuria,south,10,0,,Yuan — Liaoyang Province,,2,yuan_dynasty,linked,yuan_dynasty,existing_polity
manchuria,south,10,1,,Eastern Three Kings,,2,eastern_three_kings,linked,,unresolved_link
manchuria,south,10,2,,Border Goryeo · Sim Wang,,2,goryeo,linked,goryeo,existing_polity
manchuria,north,10,0,,Yuan — far north,,1,yuan_dynasty,linked,yuan_dynasty,existing_polity
manchuria,west,11,0,14th–16th c.,Northern Yuan,Mongol remnant,1,northern_yuan,linked,northern_yuan,existing_polity
manchuria,west,11,1,14th–16th c.,Uriyangkhai Three Guards,,1,uriyangkhai_three_guards,linked,,unresolved_link
manchuria,south,11,0,14th–16th c.,Ming Liaodong,,1,ming_liaodong,linked,,unresolved_link
manchuria,south,11,1,14th–16th c.,Liaodong Warlord,early Ming transition,1,,unclassified,liaodong_warlord,unclassified
manchuria,east,11,0,14th–16th c.,Jurchen tribes,,1,jurchen_tribes,linked,,unresolved_link
manchuria,north,11,0,14th–16th c.,Jurchen tribes (Wild Jurchen),,1,jurchen_tribes,linked,,unresolved_link
manchuria,west,12,0,,Northern Yuan (declining) · Uriyangkhai Three Guards,,1,northern_yuan,linked,northern_yuan,existing_polity
manchuria,south,12,0,,Ming,,1,ming_dynasty,linked,ming_dynasty,existing_polity
manchuria,east,12,0,,Jianzhou · Haixi · Wild Jurchen,,1,jianzhou_haixi_wild_jurchen,linked,,unresolved_link
manchuria,north,12,0,,Wild Jurchen,,1,wild_jurchen,linked,,unresolved_link
manchuria,west,13,0,17th–18th c.,Later Jin,1616–1636,4,later_jin,linked,later_jin,existing_polity
manchuria,west,13,1,17th–18th c.,Qing,from 1636 — all Manchuria,4,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,west,14,0,,Qing,,3,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,north,14,0,,Qing,Treaty of Nerchinsk (1689 — Qing–Russia border fixed),1,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,west,15,0,19th c.,Qing,,3,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,north,15,0,19th c.,Russian Empire — Amur,Aigun Treaty (1858 — Amur to Russia),1,russian_empire,linked,russian_empire,existing_polity
manchuria,west,16,0,,Qing — declining,,1,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,south,16,0,,Qing,,1,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,south,16,1,,Dalian,Russian leasehold 1898 · Japanese 1905,1,dalian,linked,,unresolved_link
manchuria,east,16,0,,Qing,"Korea–Qing border dispute (Gando/Jiandao, 1909)",1,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,north,16,0,,Russian Empire — CER · Trans-Siberian Rwy,,1,russian_empire,linked,russian_empire,existing_polity
manchuria,west,17,0,20th c.,Qing → ROC,,1,qing_dynasty,linked,qing_dynasty,existing_polity
manchuria,west,17,1,20th c.,Empire of China,"Yuan Shikai, 1915–16",1,empire_of_china,linked,,unresolved_link
manchuria,south,17,0,20th c.,Japanese Kwantung Leasehold,1905–1945,1,japanese_kwantung_leasehold,linked,,unresolved_link
manchuria,south,17,1,20th c.,ROC Provisional Govt,,1,roc_provisional_govt,linked,,unresolved_link
manchuria,south,17,2,20th c.,Fengtian Clique,,1,fengtian_clique,linked,,unresolved_link
manchuria,east,17,0,20th c.,ROC · Japanese Korea (from 1910),,1,japanese_korea,linked,japanese_korea,existing_polity
manchuria,north,17,0,20th c.,Russian Empire,,1,russian_empire,linked,russian_empire,existing_polity
manchuria,west,18,0,,ROC · Fengtian Clique,,2,roc_fengtian_clique,linked,,unresolved_link
manchuria,east,18,0,,ROC · Japanese Korea,,1,japanese_korea,linked,japanese_korea,existing_polity
manchuria,north,18,0,,Russian Republic,1917,1,russian_republic,linked,,unresolved_link
manchuria,north,18,1,,Amur Soviet · Zeleny (Greens),1917–1920,1,amur_soviet,linked,,unresolved_link
manchuria,north,18,2,,Russian State (Kolchak),1918–1920,1,russian_state,linked,,unresolved_link
manchuria,north,18,3,,Far Eastern Republic,1920–1922,1,far_eastern_republic,linked,,unresolved_link
manchuria,north,18,4,,Soviet Union,from 1922,1,soviet_union,linked,soviet_union,existing_polity
manchuria,west,19,0,,"Manchukuo — Japanese puppet state, 1932–1945",,3,manchukuo,linked,manchukuo,existing_polity
manchuria,north,19,0,,Manchukuo · Soviet Union (border zone),,1,manchukuo,linked,manchukuo,existing_polity
manchuria,west,20,0,,Soviet-occupied Manchuria,1945–,1,soviet_occupied_manchuria,linked,,unresolved_link
manchuria,west,20,1,,ROC → PRC,1946–1949,1,,event,roc_prc,event
manchuria,south,20,0,,Soviet Dalian,1945–1955,1,soviet_dalian,linked,,unresolved_link
manchuria,south,20,1,,ROC → PRC,,1,,event,roc_prc,event
manchuria,east,20,0,,ROC → PRC · North Korea (from 1948),,1,north_korea,linked,north_korea,existing_polity
manchuria,north,20,0,,Soviet Far East / PRC (Heilongjiang),,1,soviet_far_east,linked,,unresolved_link
manchuria,west,21,0,Present,PRC — Northeast Three Provinces,,2,peoples_republic_of_china,linked,peoples_republic_of_china,existing_polity
manchuria,north,21,0,Present,Russian Federation — Far Eastern Federal District,,1,russian_federation,linked,russian_federation,existing_polity
mongolia,central,0,0,Ancient,Xiongnu forming,central steppe confederation,1,xiongnu,linked,xiongnu,existing_polity
mongolia,west,0,0,Ancient,Yuezhi (月氏),"~5th–2nd c. BCE, Indo-European nomads",1,yuezhi,linked,yuezhi,existing_polity
mongolia,north,0,0,Ancient,Donghu (東胡),"~4th–2nd c. BCE, eastern steppe",1,donghu,linked,donghu,existing_polity
mongolia,south,0,0,Ancient,Steppe nomadic peoples,,1,steppe_nomadic_peoples,linked,,unresolved_link
mongolia,central,1,0,,Xiongnu Empire (匈奴),"209 BCE – 1st c. CE, Modu Chanyu unifies steppe",4,xiongnu,linked,xiongnu,existing_polity
